baseMean	log2FoldChange	lfcSE	pvalue	padj
GBX2	14.3458110068404	-1.46490061566299	2.09511766332708	0.00403681026056418	0.0361350585129669
TBXAS1	8.30646266521366	-1.51755132478011	2.49344854558766	0.00415384618080056	0.0369008113511504
DOCK11	40.6346539779466	-1.03292511658805	1.13978224090104	0.00421016020162189	0.0372352804729602
GALC	29.2718041483075	-1.05770424722584	1.20518396356645	0.00425707578360202	0.0375333152193092
MARVELD3	26.0210473266556	-1.21751336933387	1.56342412858935	0.00426594784217351	0.0375858289033606
PCSK1	9.23741392657005	-1.48434203488827	2.30557995828284	0.00428471501201996	0.0376996426654862
MTUS2	9.53696118581612	-1.44884386837962	2.20057254365875	0.00438842739170646	0.0382899358280697
CORO1A	101.285468068974	-1.04017838774236	1.19050899794618	0.00444230509531406	0.0386639518424026
TBX21	13.4283361418559	-1.3244457475733	1.87483355931618	0.00455794692118211	0.0391940866004252
LPAR2	41.4008428336463	-1.06579217438217	1.27029942913429	0.00457224326406195	0.039264634026488
TMEM40	4.50932582858765	-1.36530708587002	2.05568582680687	0.00476190257329305	0.0404887362597279
DKK2	23.2912225660436	-1.31392867450601	1.92515255588955	0.00485598537487154	0.0410950885881077
NYX	8.71608467350492	-1.36563812197918	2.09988260522714	0.00486802130586253	0.0411197867841206
PCDHA8	9.54884219093762	-1.37607440104214	2.16940029754712	0.00491347568537397	0.0413556386364768
PLA2G2C	6.94977005935236	-1.24270540545715	1.76474723830662	0.00499505150242931	0.0418635980925317
KLF12	11.0346738293116	-1.21831239147713	1.76694032784943	0.00531172095621641	0.0438807690592949
CDHR1	8.01095545250028	-1.32490954198553	2.25963476599906	0.00543179477148078	0.0444614456020129
ADRA1A	6.70477710255915	-1.23166130076607	1.86204263835822	0.00555747066774572	0.0451107033420922
HCN3	10.5099953345364	-1.26866288829211	2.00030529424109	0.00558923696722655	0.045283007232904
SPRN	5.34301679679178	-1.27528400877147	2.0500012376685	0.00564270142334175	0.0456015180858151
ITGAM	10.1879878434623	-1.25770600896944	2.33784092403662	0.00592081967547752	0.0471761211073736
LOC100911068	23.1156069966793	-1.08531755395782	1.51783324615361	0.00592171946871455	0.0471761211073736
GFOD1	30.539120349348	-1.01255043580597	1.33425754289641	0.00600740900003643	0.0477068259466012
ELOVL2	9.7904962095303	-1.17286188086263	1.81721338710627	0.00616262250791962	0.0486145680092312
GIMAP4	6.02126675035828	-1.14822276028772	1.73945756069945	0.00616880529066704	0.0486335781019561
