	Gene Symbol	CD44+ N48	CD44+ N58	CD44+ N43	CD44+ N37	CD44+ N39	CD44+ N40	PseudoFC	P value	Gene description
932	UBTD2	7.2159778	9.2940352	9.1859022	6.3628951	5.9624493	7.0205447	-4.834915	3.01E-02	ubiquitin domain containing 2
933	FAM129B	7.177722	9.2266799	9.6822005	6.8812521	7.409833	5.9136294	-4.831153	4.89E-02	"family with sequence similarity 129, member B"
934	SLC17A5	6.1373568	7.1847605	6.2438901	4.8542382	4.8790265	3.8653601	-4.829911	2.15E-02	"solute carrier family 17 (anion/sugar transporter), member 5"
935	SCN4B	8.5447852	6.8074856	6.8450222	5.1812347	4.586829	4.5364993	-4.82653	1.16E-02	"sodium channel, voltage-gated, type IV, beta"
936	FAT1	7.747702	9.9523042	9.4994958	6.4896732	7.6819858	7.0389858	-4.824296	3.68E-02	FAT tumor suppressor homolog 1 (Drosophila)
937	AK3	7.8042636	7.3597194	6.9665564	5.7673514	4.645934	5.0914759	-4.817363	1.31E-02	adenylate kinase 3
938	TMEM183B	4.6466554	7.1719939	6.1375994	3.8705691	3.8705691	3.9663207	-4.813313	3.11E-02	transmembrane protein 183B
939	TRIP10	7.2957723	7.7411194	7.4842653	4.7815823	5.5307238	5.2175851	-4.812145	6.59E-03	thyroid hormone receptor interactor 10
940	TP53TG1	5.5502708	3.8813715	2.4013673	0.6483116	3.2836904	0.6483116	-4.811812	4.59E-02	TP53 target 1 (non-protein coding)
941	CDKN2C	5.4161798	5.6518967	6.1638878	3.6246983	2.6483116	3.8974493	-4.811339	1.14E-02	"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)"
942	CBX1	6.6401572	7.3779731	8.2095832	4.7564476	5.3083445	5.1175284	-4.791392	1.28E-02	chromobox homolog 1
943	PSMA4	6.0168845	8.1606516	7.8153126	5.9014686	5.3027315	4.6702671	-4.787203	3.46E-02	"proteasome (prosome, macropain) subunit, alpha type, 4"
944	RGS2	5.9452976	6.0526373	5.8341142	2.9513801	3.6862881	4.8581494	-4.786627	2.16E-02	"regulator of G-protein signaling 2, 24kDa"
945	GPAA1	7.8161607	7.4128451	7.7570497	5.7607286	5.1550939	5.2056103	-4.782454	6.58E-03	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)
946	AKIRIN1	8.8938848	8.7844944	8.5005736	6.6320036	6.3843172	6.5292789	-4.774056	5.23E-03	akirin 1
947	SPP1	5.2934404	5.7088191	5.94868	3.2332741	3.6943461	3.2332741	-4.77114	7.35E-03	secreted phosphoprotein 1
948	C3orf58	5.9772137	6.2976902	6.2150343	3.9608407	4.2401247	3.6483116	-4.770676	6.70E-03	chromosome 3 open reading frame 58
949	TMC7	6.7873833	7.8914017	7.3933035	5.4514916	5.0222411	5.1395366	-4.769265	1.22E-02	transmembrane channel-like 7
950	ACLY	4.6717787	6.1365271	5.902019	3.6483116	3.6483116	3.6483116	-4.769068	2.32E-02	ATP citrate lyase
951	RPL10A	13.1653336	13.0997632	13.695179	10.8461766	11.3602473	11.2887914	-4.768669	8.98E-03	ribosomal protein L10a
952	PLEKHA3	6.5940897	8.7663759	8.3870582	6.1351944	6.0783449	6.3445235	-4.762978	4.91E-02	"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3"
953	HIC1	11.4380613	7.729973	8.5766645	6.2686873	6.3284845	6.6559977	-4.750831	2.39E-02	hypermethylated in cancer 1
954	TMEM205	5.9815351	7.886645	6.865521	5.2896914	4.617732	3.8974493	-4.749544	2.09E-02	transmembrane protein 205
955	TMED2	9.6764525	11.1493648	10.8153913	8.9021316	8.4194438	7.6969714	-4.747715	1.89E-02	transmembrane emp24 domain trafficking protein 2
956	CASP7	4.8948446	6.4047077	5.7398594	4.5786096	2.6483116	2.6483116	-4.745411	2.27E-02	"caspase 7, apoptosis-related cysteine peptidase"
957	MAP3K7IP2	6.0101409	8.0421957	7.7614934	5.6533821	5.5165445	5.1446796	-4.740203	3.96E-02	No description
958	CPNE3	6.7172057	6.8682459	6.0619831	4.0992012	4.9683379	3.8182366	-4.736254	1.28E-02	copine III
959	STK10	6.9318939	7.6833874	7.7372046	5.0412254	5.4937812	5.1090038	-4.735194	9.12E-03	serine/threonine kinase 10
960	SPIN4	4.7442086	5.0511225	4.8915145	2.6483116	2.6483116	2.6483116	-4.73447	3.84E-03	"spindlin family, member 4"
961	MYL12B	10.0729967	11.105988	10.9011777	8.6622642	9.1967768	7.6664286	-4.720414	1.88E-02	"myosin, light chain 12B, regulatory"
962	ANKRD46	5.9759995	5.6344416	4.9155758	3.7371269	3.6862881	2.2332741	-4.720281	1.74E-02	ankyrin repeat domain 46
963	ARPC5L	6.4818333	7.8400953	7.5386891	5.3034499	5.0322103	5.5512182	-4.708408	1.98E-02	"actin related protein 2/3 complex, subunit 5-like"
964	FBXO21	7.2475214	7.8918444	7.6597775	5.657391	5.2389531	5.1087884	-4.705844	7.49E-03	F-box protein 21
965	GYG1	8.0866115	8.2438795	6.5537756	6.013278	5.8066818	4.8367479	-4.693296	2.69E-02	glycogenin 1
966	RHOJ	6.057733	5.1951483	5.7872965	2.9702397	3.5081591	3.8592574	-4.674813	1.12E-02	"ras homolog gene family, member J"
967	QARS	5.2816806	7.279574	6.224614	4.15073	4.0007004	3.5159759	-4.67159	1.63E-02	glutaminyl-tRNA synthetase
968	TTC7B	3.9465722	5.7314241	5.4379442	2.9702397	3.5081591	2.9702397	-4.66949	3.12E-02	tetratricopeptide repeat domain 7B
969	CYC1	4.2135782	6.2967854	6.3381537	3.4556665	4.115215	3.4556665	-4.668434	3.88E-02	cytochrome c-1
970	ATF1	6.644557	6.2454243	6.8129044	4.4238943	4.6110315	3.5159759	-4.661075	9.15E-03	activating transcription factor 1
971	CHP	10.1743476	10.0648549	9.3668162	7.903844	7.8447394	7.6957719	-4.659307	1.13E-02	No description
972	MTDH	6.8666286	9.0354018	7.8973483	5.6784408	5.7541283	5.1718736	-4.655408	1.73E-02	metadherin
973	USP22	9.6306236	10.672082	10.4014248	8.4536269	7.9119922	8.0173482	-4.653948	1.35E-02	ubiquitin specific peptidase 22
974	CRMP1	6.7346383	4.8664734	4.7932452	2.6483116	2.6483116	3.8974493	-4.653002	2.15E-02	collapsin response mediator protein 1
975	MPST	6.3679311	6.9754124	7.1017406	5.1667895	4.1507009	4.4807314	-4.649998	1.20E-02	mercaptopyruvate sulfurtransferase
976	PSMD4	7.5679246	8.0501396	7.9195143	6.5355373	5.3510762	5.4066346	-4.648768	1.61E-02	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4"
977	EIF3G	7.555127	8.9898101	8.4705251	6.4951694	6.2592822	5.6703521	-4.63074	1.61E-02	"eukaryotic translation initiation factor 3, subunit G"
978	CBR1	7.0672234	7.0782002	7.2242996	5.6007167	4.8106556	4.8677555	-4.628179	1.17E-02	carbonyl reductase 1
979	ELL	9.9471823	10.0946617	10.0765927	7.737766	7.8117856	8.6020355	-4.624881	1.35E-02	elongation factor RNA polymerase II
980	NKRF	6.0233822	6.4813605	6.0570635	3.493717	3.8520425	5.3667233	-4.610813	2.91E-02	NFKB repressing factor
981	SELENBP1	8.4002267	6.1848802	6.3453049	3.9808219	4.776787	5.278963	-4.607737	2.64E-02	selenium binding protein 1
982	LARP4	5.0189894	6.7462897	6.0217525	4.0992012	3.8182366	3.8182366	-4.606005	2.26E-02	"La ribonucleoprotein domain family, member 4"
983	SLC2A1	10.4180486	10.3509805	11.2107547	8.8875651	9.0098739	8.0225518	-4.5976	1.79E-02	"solute carrier family 2 (facilitated glucose transporter), member 1"
984	SLC25A11	4.524815	5.2437708	5.6926455	4.4170372	3.0432059	2.2332741	-4.596593	3.90E-02	"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11"
985	NRXN3	5.167914	5.7532245	3.9014935	2.9702397	3.5081591	2.9702397	-4.587392	3.63E-02	neurexin 3
986	RPL13AP5	7.9585754	8.8137187	8.3732863	6.1774258	6.2020682	6.1730796	-4.581629	8.21E-03	ribosomal protein L13a pseudogene 5
987	CAT	6.6883978	6.2663093	5.8546272	4.6100824	3.4673905	4.0705992	-4.581151	1.30E-02	catalase
988	FBN1	9.0056645	8.5717604	8.5859684	6.3943229	6.2559002	7.1596612	-4.568262	1.18E-02	fibrillin 1
989	NCRNA00095	7.1929701	9.0561873	9.0604652	6.8693605	6.4256433	6.8362774	-4.56655	4.60E-02	non-protein coding RNA 95
990	CLU	6.9995494	9.2813403	6.8432886	4.6534604	6.2617929	5.45192	-4.562512	3.36E-02	clusterin
991	CDYL	6.2020349	6.9823263	6.492061	4.8678761	4.2943327	4.0127195	-4.56089	1.17E-02	"chromodomain protein, Y-like"
992	PPP2CA	9.1586429	9.9858916	9.9260383	7.495932	7.7192296	7.7971465	-4.559088	1.27E-02	"protein phosphatase 2, catalytic subunit, alpha isozyme"
993	SMAD7	6.8914853	9.0785515	7.3038584	5.1152964	4.8705312	5.6439335	-4.558509	1.60E-02	SMAD family member 7
994	SERPINH1	12.4253198	12.6854583	12.0479503	10.2389162	9.5384827	10.6920257	-4.551694	1.20E-02	"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)"
995	SEC22C	5.474846	6.4350493	5.7013195	4.7221886	2.9702397	3.5159759	-4.548351	2.26E-02	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)
996	EMILIN2	6.1709892	7.3562238	7.0912058	5.1188101	4.9060705	4.90127	-4.547694	1.94E-02	elastin microfibril interfacer 2
997	NAAA	4.8167645	5.1224692	4.4174271	3.5353742	2.2332741	2.2332741	-4.544599	1.78E-02	N-acylethanolamine acid amidase
998	C19orf20	5.6827847	5.569748	5.7586222	4.8776824	3.4989875	1.6483116	-4.543478	3.14E-02	chromosome 19 open reading frame 20
999	MRPL22	4.7342157	4.9502036	3.8315868	3.0232337	1.6483116	1.6483116	-4.541835	1.48E-02	mitochondrial ribosomal protein L22
1000	C6orf108	6.7703592	5.472047	6.3337454	4.6644887	4.1507009	3.0539842	-4.541108	1.99E-02	chromosome 6 open reading frame 108
1001	RPS5	11.9407233	13.3698266	12.7365537	10.5538869	10.9767667	10.5419481	-4.53992	1.97E-02	ribosomal protein S5
1002	IRAK2	8.102713	9.2758928	7.6843777	7.077929	5.5095972	5.9203322	-4.53902	2.42E-02	interleukin-1 receptor-associated kinase 2
1003	ATP1B2	8.801347	7.2469576	6.5673125	6.2204238	4.3851828	5.8570481	-4.53823	4.14E-02	"ATPase, Na+/K+ transporting, beta 2 polypeptide"
1004	RCN1	8.4233785	9.8730609	9.5108514	7.6495079	7.3288788	7.1567295	-4.537736	2.44E-02	"reticulocalbin 1, EF-hand calcium binding domain"
1005	LOC728661	6.3918479	6.9321257	7.4920072	5.2536502	4.1413678	5.3108558	-4.535154	2.11E-02	No description
1006	PRDX2	7.4241676	7.9074443	7.2610228	5.9740883	5.2440364	4.3604256	-4.531948	1.38E-02	peroxiredoxin 2
1007	C2orf28	7.9486885	7.5504687	7.2263154	5.7733176	5.5610862	4.0705992	-4.517019	1.41E-02	chromosome 2 open reading frame 28
1008	CYBA	7.5549027	7.8881957	7.7826688	5.6099971	5.8238011	5.278963	-4.508576	7.05E-03	"cytochrome b-245, alpha polypeptide"
1009	IAH1	5.2641547	4.7969145	4.5363002	2.6246983	4.1737885	1.6483116	-4.507152	3.48E-02	isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae)
1010	EEF1B2	6.4701888	6.9987026	6.751322	5.1132926	4.2727004	4.5811002	-4.500926	1.16E-02	eukaryotic translation elongation factor 1 beta 2
1011	RBM24	4.9355456	5.2132845	4.7691838	2.9513801	3.0432059	2.2332741	-4.500479	8.90E-03	RNA binding motif protein 24
1012	PMP22	10.7304289	11.016338	9.5877357	8.3026395	8.5608201	8.7416558	-4.499014	2.37E-02	peripheral myelin protein 22
1013	GLUL	8.7627394	10.5207089	9.8509624	7.6819812	7.3179046	7.9158869	-4.497057	2.21E-02	glutamate-ammonia ligase
1014	DAB2IP	6.1379634	6.8131789	6.7396825	3.9702397	5.2205507	4.5159759	-4.493139	1.89E-02	DAB2 interacting protein
1015	FAF2	5.6138203	7.0353128	6.6122285	4.8678761	4.007184	3.6483116	-4.492245	1.75E-02	Fas associated factor family member 2
1016	KCNS3	3.4217357	3.832263	3.8140602	1.6483116	1.6483116	1.6483116	-4.486992	7.46E-03	"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3"
1017	GMCL1L	5.0421439	3.8140602	3.832263	3.5567349	1.6483116	1.6483116	-4.486992	4.00E-02	germ cell-less homolog 1 (Drosophila)-like
1018	TPM4	7.9623123	10.4422963	9.3733997	7.3361987	7.207924	5.7999763	-4.486143	2.39E-02	tropomyosin 4
1019	BRF2	4.2644796	5.7373517	6.4380626	4.2727004	2.6483116	2.6483116	-4.48579	2.82E-02	"BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like"
1020	SPIN1	7.6894057	7.5517337	7.327604	6.1360328	4.7671381	5.3871002	-4.483525	1.58E-02	spindlin 1
1021	ARSB	6.5165558	7.3177075	6.3088569	4.5868505	4.4052037	4.1464125	-4.476727	8.65E-03	arylsulfatase B
1022	UBE2D1	6.5098119	8.2049141	8.5987151	5.2934404	5.5165444	6.4372354	-4.473735	3.39E-02	"ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)"
1023	TRADD	4.3136318	4.6466554	5.4443331	3.0806369	3.2836904	0.6483116	-4.47114	2.55E-02	TNFRSF1A-associated via death domain
1024	DGCR2	6.9578126	7.6254232	7.716344	6.0771143	5.4652715	4.4861363	-4.469619	2.05E-02	DiGeorge syndrome critical region gene 2
1025	PIK3R2	6.1672355	5.7328854	6.023693	3.2332741	3.9784565	4.0072105	-4.469226	8.77E-03	"phosphoinositide-3-kinase, regulatory subunit 2 (beta)"
1026	IDH1	6.5465025	5.4530532	5.1828249	3.0232337	3.804795	3.9293281	-4.467882	1.82E-02	Description
1027	MRPS30	6.4182565	6.6877924	6.5349642	4.3757263	5.2559591	4.104181	-4.466788	1.68E-02	mitochondrial ribosomal protein S30
1028	S100A10	8.5261449	11.277239	11.0954381	7.4045819	9.1193831	7.6553511	-4.462512	4.18E-02	S100 calcium binding protein A10
1029	ATG16L1	5.0762294	6.8805564	6.6300059	4.6901895	4.4736823	4.1791813	-4.457774	3.99E-02	ATG16 autophagy related 16-like 1 (S. cerevisiae)
1030	YIPF5	6.9847839	7.482336	7.3168871	5.3267619	4.898822	5.083177	-4.455459	7.39E-03	"Yip1 domain family, member 5"
1031	EFEMP2	10.1993287	7.9863443	8.7305463	7.682765	6.3579074	6.5750255	-4.455295	3.22E-02	EGF-containing fibulin-like extracellular matrix protein 2
1032	FJX1	6.256014	7.1760747	6.0309225	3.2175749	5.0233227	4.5811002	-4.446752	2.24E-02	four jointed box 1 (Drosophila)
1033	CYB5B	7.1596369	7.7701404	7.4033051	5.5510741	5.6175082	4.3815385	-4.446383	1.32E-02	cytochrome b5 type B (outer mitochondrial membrane)
1034	RADIL	6.4246836	5.420403	5.8631794	4.2727004	2.6483116	4.1992622	-4.444383	2.10E-02	Ras association and DIL domains
1035	SFRS2	9.856369	11.4076887	11.1985175	8.5186436	9.2355959	9.0466709	-4.443962	2.84E-02	No description
1036	CANX	10.9737949	11.5659597	11.4779419	10.2814492	9.205831	8.8263269	-4.430495	2.46E-02	calnexin
1037	ADSS	5.0762294	6.1331206	6.8193373	3.9877542	3.5081591	4.041724	-4.424046	1.89E-02	adenylosuccinate synthase
1038	RPL10	14.703622	14.3941268	14.7453236	12.2462802	12.6008918	12.5585	-4.423297	6.52E-03	ribosomal protein L10
1039	C11orf73	5.8606947	5.8631794	4.6523222	3.7182933	3.2943327	2.6483116	-4.422573	1.60E-02	chromosome 11 open reading frame 73
1040	SLC27A1	7.3671779	7.2994471	7.421615	5.2770536	5.2782059	4.0072105	-4.418048	8.58E-03	"solute carrier family 27 (fatty acid transporter), member 1"
1041	KIAA0040	7.1767533	7.0830494	5.556378	4.9054838	4.6715125	5.0334994	-4.417573	3.69E-02	KIAA0040
1042	BTG2	11.1141052	9.9019987	8.8861898	7.7613771	7.175494	7.9100884	-4.40952	1.96E-02	"BTG family, member 2"
1043	DCTN3	7.2828619	7.0962658	6.5257818	4.9560603	5.6812589	3.5081965	-4.408248	2.26E-02	dynactin 3 (p22)
1044	LIF	8.9856584	11.3899574	10.952967	8.8145524	8.9057341	7.6275854	-4.40278	4.35E-02	leukemia inhibitory factor (cholinergic differentiation factor)
1045	RSU1	7.9123347	7.4768272	7.0498029	5.4978136	5.7741681	4.7956513	-4.402023	1.41E-02	Ras suppressor protein 1
1046	IFRD2	6.1672355	8.5847023	8.546509	5.489185	6.4478114	5.4438823	-4.398132	4.62E-02	interferon-related developmental regulator 2
1047	CHRDL1	7.3469846	7.5007641	6.2722323	5.1359896	4.1354612	6.1040231	-4.397767	3.69E-02	chordin-like 1
1048	MFF	4.9774118	5.7605324	6.1317927	3.99698	3.4556665	3.4556665	-4.391801	1.75E-02	mitochondrial fission factor
1049	MRPS34	7.1876749	7.2382576	6.7826774	5.3552247	5.0531961	4.2624744	-4.390785	1.21E-02	mitochondrial ribosomal protein S34
1050	COMMD10	3.1936097	1.477118	2.7805033	0.6483116	0.6483116	0.6483116	-4.38383	2.99E-02	COMM domain containing 10
1051	IGDCC4	7.0071389	4.9443336	5.5871214	3.4556665	3.4556665	4.4094266	-4.381591	2.90E-02	"immunoglobulin superfamily, DCC subclass, member 4"
1052	SCPEP1	4.1417523	7.4205542	4.3639387	2.2332741	2.2332741	2.2332741	-4.379192	1.62E-02	serine carboxypeptidase 1
1053	ZBTB41	5.8990919	5.5704964	5.5704964	3.4422206	4.3851828	2.9702397	-4.371947	1.68E-02	zinc finger and BTB domain containing 41
1054	CMPK2	5.6827847	5.6712359	4.1152842	3.5567349	2.738957	3.2943761	-4.365206	2.75E-02	"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial"
1055	SH2B3	9.832558	9.2238826	8.4756192	7.7065201	6.4500517	6.4723901	-4.36517	1.67E-02	SH2B adaptor protein 3
1056	NXT2	3.618666	5.6408796	5.6579251	3.5353742	3.4673905	2.2332741	-4.354632	4.68E-02	nuclear transport factor 2-like export factor 2
1057	GPR116	7.7308232	6.7024443	5.6076375	5.0832809	4.3772536	4.5799544	-4.354448	2.99E-02	G protein-coupled receptor 116
1058	TFPI	9.0102076	11.613917	11.2161452	9.4917829	7.0807595	7.4916664	-4.353374	2.94E-02	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)
1059	MAGI1	6.5540483	5.5818575	5.7129603	4.2930876	4.4326226	3.4556665	-4.351237	2.32E-02	"membrane associated guanylate kinase, WW and PDZ domain containing 1"
1060	FBLN1	12.0335421	12.0305305	10.6312735	9.0663986	9.6336865	9.9145752	-4.343828	2.31E-02	fibulin 1
1061	CCS	5.1091892	4.2939297	4.351844	2.2332741	2.2332741	2.2332741	-4.342633	6.55E-03	copper chaperone for superoxide dismutase
1062	SNX2	5.0421439	5.9450381	6.3432926	3.8299899	4.6918492	2.7522541	-4.332045	3.10E-02	sorting nexin 2
1063	PLSCR3	7.6373885	7.2362327	7.513793	5.8378717	5.399718	4.0072105	-4.329124	1.49E-02	phospholipid scramblase 3
1064	RARB	5.3459603	6.7112897	5.7297264	3.9513801	3.6943461	3.2332741	-4.324958	1.29E-02	"retinoic acid receptor, beta"
1065	TBC1D5	8.3503848	6.9449912	6.8862908	6.2377406	4.6585753	6.0074082	-4.324832	4.78E-02	"TBC1 domain family, member 5"
1066	SERPING1	7.9036335	9.1211485	7.7151497	5.7924816	5.7180685	5.8725133	-4.320361	1.01E-02	"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"
1067	CMC1	3.1936097	2.7584728	2.59287	0.6483116	0.6483116	0.6483116	-4.317395	6.32E-03	COX assembly mitochondrial protein homolog (S. cerevisiae)
1068	ROBO1	4.2135782	6.2629121	5.5656744	3.4556665	3.4556665	3.8653601	-4.316937	4.22E-02	"roundabout, axon guidance receptor, homolog 1 (Drosophila)"
1069	C11orf60	4.8262035	5.5060253	5.0797113	2.9702397	2.9702397	2.9702397	-4.315332	7.43E-03	No description
1070	GGT5	10.6385963	8.4816188	7.4864911	6.372846	5.9767072	6.4738852	-4.313242	2.34E-02	gamma-glutamyltransferase 5
1071	CCDC80	11.0384944	10.2599763	10.7551356	8.1515535	8.2499016	9.7281042	-4.312196	2.61E-02	coiled-coil domain containing 80
1072	GOLGA4	5.4309639	6.4971861	6.2146929	4.1077432	4.1077432	4.3815385	-4.307795	1.93E-02	golgin A4
1073	KLHL13	3.7919152	5.9955524	4.755246	2.6483116	2.6483116	2.6483116	-4.30775	2.25E-02	kelch-like 13 (Drosophila)
1074	RRP1B	6.1817006	8.1231144	7.2383207	4.6032497	5.2057121	5.1317393	-4.306696	2.02E-02	ribosomal RNA processing 1 homolog B (S. cerevisiae)
1075	NUP133	4.0862434	5.6156238	5.7424915	3.6365533	3.2332741	3.2332741	-4.304776	3.52E-02	nucleoporin 133kDa
1076	C4orf46	7.6946861	8.0349186	6.9412729	5.3463703	4.8367948	6.3491613	-4.300422	2.35E-02	chromosome 4 open reading frame 46
1077	BDKRB1	9.691681	7.973583	7.983445	7.0393522	6.1877174	5.8692823	-4.299893	2.42E-02	bradykinin receptor B1
1078	PSME1	9.9115374	9.667606	9.3826283	8.3161073	7.2909371	7.2785462	-4.299241	1.61E-02	"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"
1079	C3orf38	5.6333112	6.14189	5.0738627	4.9573506	2.9702397	3.5159759	-4.297873	4.30E-02	chromosome 3 open reading frame 38
1080	GAS1	6.7733758	5.9655107	4.734798	4.5006136	3.8592281	3.8653601	-4.287541	4.36E-02	growth arrest-specific 1
1081	MUSTN1	4.7342157	5.3836557	4.83864	2.6246983	2.738957	3.2943761	-4.286152	1.13E-02	"musculoskeletal, embryonic nuclear protein 1"
1082	C8orf58	4.0076061	3.6917287	3.7478214	1.6483116	1.6483116	1.6483116	-4.285637	4.76E-03	chromosome 8 open reading frame 58
1083	TMEM59	11.2075127	11.0914436	11.0723798	9.1095828	8.911915	9.0029584	-4.280947	4.73E-03	transmembrane protein 59
1084	NEK7	7.7361802	8.2725346	8.33902	6.0726343	6.0466449	6.2419666	-4.278347	1.05E-02	NIMA (never in mitosis gene a)-related kinase 7
1085	PARD3	4.3775802	5.2075755	5.0640952	2.9702397	2.9702397	2.9702397	-4.268874	1.43E-02	par-3 partitioning defective 3 homolog (C. elegans)
1086	ADAM12	8.6984616	7.2038036	6.9991179	4.9054838	5.5377923	5.9437583	-4.268219	2.23E-02	ADAM metallopeptidase domain 12
1087	FAM36A	6.3809848	7.9068887	7.6936294	5.085616	5.8133999	4.9869105	-4.267789	2.38E-02	"family with sequence similarity 36, member A"
1088	PREB	5.6882233	5.9446427	6.8494478	4.3497146	3.8520425	3.694379	-4.265161	1.34E-02	prolactin regulatory element binding
1089	SLC25A39	3.9465722	6.0621796	5.0624204	3.6816603	2.9702397	2.9702397	-4.263921	4.09E-02	"solute carrier family 25, member 39"
1090	TCF15	8.2149242	4.7511326	5.6482495	4.3757263	3.2469429	3.5567349	-4.261953	3.32E-02	transcription factor 15 (basic helix-loop-helix)
1091	HERC4	4.6717787	5.875154	6.0521931	3.9608407	3.6483116	3.6483116	-4.261474	2.82E-02	hect domain and RLD 4
1092	SH3BGRL3	9.2658196	9.8412444	10.3380207	8.0189682	8.248685	6.6059972	-4.255521	2.10E-02	SH3 domain binding glutamic acid-rich protein like 3
1093	ADD3	6.5678508	6.9726247	6.0340672	4.2254459	4.2641264	4.8853571	-4.249425	1.41E-02	adducin 3 (gamma)
1094	SEMA3C	6.0477088	6.2401945	4.4510762	3.9608407	4.007184	3.6483116	-4.248248	4.24E-02	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"
1095	B4GALT5	8.6189262	10.0931073	9.2676662	7.1231096	7.1832557	7.5287559	-4.241018	1.83E-02	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5"
1096	FHL1	7.7437114	8.5179731	6.7281818	5.9057933	4.645934	6.0024711	-4.234665	2.57E-02	four and a half LIM domains 1
1097	LSM2	7.5797926	6.9114748	7.482171	6.064861	5.0598665	4.8301873	-4.231847	1.90E-02	"LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
1098	JUP	8.7441664	9.8652559	9.9693776	7.1438995	8.6456702	6.6658028	-4.223279	3.19E-02	junction plakoglobin
1099	CD44	12.3941043	13.2374798	12.3643428	10.607376	10.2864696	10.4482849	-4.221844	9.64E-03	CD44 molecule (Indian blood group)
1100	RNF2	7.1593295	7.8438136	6.7317882	4.6549346	5.2022991	5.3007823	-4.218861	1.25E-02	ring finger protein 2
1101	H2AFX	7.4601406	7.9397919	8.5879599	5.5222658	5.8631794	6.1074565	-4.218156	1.27E-02	"H2A histone family, member X"
1102	MXRA7	10.3092596	10.3910313	9.2977228	8.3151849	7.9101295	7.8603275	-4.215917	1.77E-02	matrix-remodelling associated 7
1103	MAGEH1	5.8212477	6.4345007	6.1576272	4.9288953	2.2332741	4.0821788	-4.214754	2.41E-02	"melanoma antigen family H, 1"
1104	PIK3CD	5.3386689	6.8738853	7.2063714	5.1316435	4.4673905	4.4356184	-4.21265	3.94E-02	"phosphoinositide-3-kinase, catalytic, delta polypeptide"
1105	PROS1	5.7685657	7.0220248	5.3601214	3.7182933	3.6585753	3.694379	-4.21107	1.32E-02	protein S (alpha)
1106	COPZ2	7.9259394	5.9028868	5.6307362	3.8299899	4.1737885	3.5567349	-4.210528	1.55E-02	"coatomer protein complex, subunit zeta 2"
1107	GNPTG	4.8167645	5.2821363	5.6070773	3.5353742	3.0432059	3.0539842	-4.203826	1.25E-02	"N-acetylglucosamine-1-phosphate transferase, gamma subunit"
1108	TRAPPC4	4.0076061	5.4155624	4.8106556	3.7142554	2.738957	1.6483116	-4.203813	3.22E-02	trafficking protein particle complex 4
1109	ARMCX1	6.6786402	7.3935402	8.0336581	5.3232598	4.9880902	5.9389278	-4.199683	2.35E-02	"armadillo repeat containing, X-linked 1"
1110	MAP4K5	7.3403946	8.9713609	8.8175541	6.540425	6.7479667	6.8645063	-4.197666	4.19E-02	mitogen-activated protein kinase kinase kinase kinase 5
1111	C11orf24	5.9382101	7.3748448	6.2519477	5.3058407	4.2587025	3.4556665	-4.195969	2.51E-02	chromosome 11 open reading frame 24
1112	LARGE	6.0810649	7.0342491	6.1766229	4.3415268	4.1077432	4.1077432	-4.195607	9.51E-03	like-glycosyltransferase
1113	ZFR	6.4264096	7.8203787	7.9894725	5.9206736	5.2875008	5.2696389	-4.195372	2.73E-02	zinc finger RNA binding protein
1114	MLST8	4.3121771	4.3015837	4.588049	3.2775699	2.2332741	2.2332741	-4.19395	2.20E-02	"MTOR associated protein, LST8 homolog (S. cerevisiae)"
1115	INPP1	6.3223444	4.929957	5.2022628	2.2332741	4.2542707	3.5081965	-4.193264	2.79E-02	inositol polyphosphate-1-phosphatase
1116	C3orf31	3.1936097	1.6487905	2.7142554	0.6483116	0.6483116	0.6483116	-4.187078	2.50E-02	chromosome 3 open reading frame 31
1117	RPPH1	5.2040819	2.7142554	3.8813715	3.3505197	0.6483116	0.6483116	-4.187078	4.10E-02	ribonuclease P RNA component H1
1118	GBP1	6.7354317	7.2584986	7.4014244	4.2624744	5.1955368	6.1730796	-4.178432	3.00E-02	"guanylate binding protein 1, interferon-inducible, 67kDa"
1119	GCLM	7.6913547	8.9786048	9.5429698	6.8784339	7.3260171	6.9159212	-4.177627	4.22E-02	"glutamate-cysteine ligase, modifier subunit"
