	Gene Symbol	CD44+ N37	CD44+ N39	CD44+ N40	CD44+ N105	CD44+ N171	CD44+ N174	t-value	q-value	p-value	PseudoFC
420	SDR39U1	12.032189	11.748263	12.248164	8.173604	8.87992	10.242966	-0.755368897	4.65E-02	2.52E-02	-8.890527039
421	TARBP2	7.278811	6.072636	6.072169	1.661149	5.353925	2.921909	-0.721147201	4.77E-02	2.78E-02	-8.881028124
422	AGER	6.344798	4.80797	5.596986	1.661149	2.265287	5.091834	-0.588970503	5.75E-02	4.48E-02	-8.857020985
423	CBLL1	9.349356	9.190335	8.903739	6.283686	6.043524	5.426231	-0.918716606	4.41E-02	1.54E-02	-8.856956289
424	REEP4	8.804578	8.723411	8.063885	4.718672	6.189775	5.580533	-0.816551838	4.52E-02	2.09E-02	-8.832840053
425	IRF5	9.037244	9.019996	8.775186	6.244586	5.165949	5.882028	-0.8939899	4.42E-02	1.68E-02	-8.802834196
426	CHPF	10.744904	9.634981	8.418052	6.498222	7.174648	6.051818	-0.760658727	4.63E-02	2.48E-02	-8.795458469
427	ZDHHC9	11.202676	10.7664	10.207872	7.074163	7.187136	9.008063	-0.757708199	4.64E-02	2.50E-02	-8.776888283
428	PACSIN3	6.417969	6.762934	6.054038	5.095353	3.134528	2.921909	-0.682045731	4.94E-02	3.15E-02	-8.767275637
429	THTPA	7.410173	6.049721	6.891005	4.894482	3.571326	2.921909	-0.759874813	4.64E-02	2.49E-02	-8.741084651
430	LRWD1	7.956174	7.664061	7.204614	5.448591	4.539173	3.630092	-0.808112394	4.53E-02	2.15E-02	-8.723384602
431	MTHFR	11.183126	10.393119	11.824889	7.504712	7.269549	8.941073	-0.828775193	4.49E-02	2.02E-02	-8.715420287
432	FAM171B	4.639409	6.044198	7.227914	1.661149	3.134528	2.921909	-0.827327042	4.49E-02	2.03E-02	-8.707682082
433	ZNF496	7.730559	7.512784	7.997641	1.661149	4.608763	5.634184	-0.853409752	4.45E-02	1.87E-02	-8.704706925
434	GLG1	12.528932	11.153577	11.93164	7.792994	9.409671	9.220702	-0.790337992	4.55E-02	2.26E-02	-8.689426722
435	SQSTM1	13.688951	13.715385	13.806091	10.541751	10.596561	10.853609	-0.922359369	4.41E-02	1.52E-02	-8.686796628
436	PDGFRB	12.834827	10.887527	12.05077	7.771052	9.673843	9.532738	-0.721682286	4.77E-02	2.78E-02	-8.672663054
437	UBE2J1	12.155021	11.116154	11.028054	9.040118	7.767462	8.745549	-0.775954349	4.59E-02	2.37E-02	-8.663216582
438	BAK1	7.259029	8.473191	6.948237	6.067497	3.134528	4.146207	-0.739431397	4.71E-02	2.64E-02	-8.650726573
439	FADS3	11.06988	10.208498	10.91953	7.957464	6.78473	7.897492	-0.862559101	4.44E-02	1.83E-02	-8.648292961
440	NRM	7.701538	6.270596	7.250844	1.661149	4.608763	4.146207	-0.850189273	4.45E-02	1.89E-02	-8.60178564
441	MAP2K1	12.344701	11.573437	12.291665	8.579223	8.469821	9.329475	-0.911252149	4.42E-02	1.58E-02	-8.595705298
442	APEH	11.115975	10.638232	9.653933	6.550689	7.440337	8.503924	-0.754272665	4.66E-02	2.53E-02	-8.593488103
443	GRID1	10.497228	8.805276	9.167487	6.067497	3.571326	7.523109	-0.839057005	4.47E-02	1.96E-02	-8.574123645
444	STK39	8.720278	9.679079	8.418052	5.320955	5.920411	6.385515	-0.82388972	4.50E-02	2.05E-02	-8.556950093
445	KCNQ4	6.227577	6.792427	5.609945	1.661149	3.134528	5.091834	-0.680923186	4.95E-02	3.16E-02	-8.53297923
446	TUBBP5	7.701538	8.319573	7.519866	2.820813	4.608763	6.455366	-0.747515272	4.68E-02	2.58E-02	-8.531355643
447	LRCH1	10.832846	10.868609	11.67399	7.748771	8.4199	8.564524	-0.799924524	4.53E-02	2.21E-02	-8.480062502
448	UBE3C	10.898254	11.067214	9.757647	5.891233	7.819723	8.472642	-0.774376467	4.60E-02	2.38E-02	-8.447539069
449	NPTX2	8.763044	4.736586	7.056312	1.661149	2.265287	6.32627	-0.673185212	4.99E-02	3.23E-02	-8.429446045
450	ZFAT	6.306772	4.736586	6.054038	1.661149	4.131418	2.921909	-0.682791216	4.94E-02	3.14E-02	-8.429446045
451	ARHGAP39	5.491121	5.340619	5.225216	1.661149	2.265287	2.921909	-0.852380327	4.45E-02	1.87E-02	-8.428829214
452	PPAP2B	14.571377	12.857663	12.843677	6.252746	11.497356	10.565606	-0.806277462	4.53E-02	2.16E-02	-8.421171228
453	SP9	5.328526	4.351315	6.489771	1.661149	2.265287	2.921909	-0.787330732	4.56E-02	2.28E-02	-8.358472793
454	TUBGCP2	10.748456	9.332664	8.642743	5.579836	7.56803	7.180104	-0.682996378	4.94E-02	3.14E-02	-8.356548197
455	FCER1G	5.982974	3.360637	5.596986	1.661149	2.265287	2.921909	-0.654102238	5.11E-02	3.45E-02	-8.345884991
456	IL1RL1	12.185473	12.502474	11.753421	8.122528	9.128102	9.555312	-0.866653723	4.44E-02	1.81E-02	-8.324540446
457	SNHG15	11.183126	11.461972	11.350843	6.651882	8.296229	9.051056	-0.84533808	4.46E-02	1.92E-02	-8.308653721
458	DGKD	8.36065	9.778245	8.562528	5.743334	5.509998	5.446557	-0.905722119	4.42E-02	1.61E-02	-8.296655574
459	LRRC20	4.815804	6.184248	7.462086	1.661149	3.134528	5.634184	-0.579815073	5.88E-02	4.68E-02	-8.280514429
460	SLC18A2	6.617556	7.383076	6.175931	1.661149	3.571326	4.476242	-0.844741392	4.46E-02	1.92E-02	-8.260502478
461	ECM1	10.869187	10.23291	10.484319	5.252045	7.440337	8.213534	-0.860989871	4.44E-02	1.84E-02	-8.247641658
462	RABL3	10.587244	9.96146	8.767255	5.728038	7.25505	7.327219	-0.755134568	4.65E-02	2.53E-02	-8.220449372
463	GMPS	9.105302	9.081032	7.593473	6.550689	5.509998	4.562324	-0.764905926	4.62E-02	2.45E-02	-8.174607461
464	GPC1	9.09418	10.046553	7.227914	6.063041	5.317867	6.722123	-0.663765178	5.04E-02	3.34E-02	-8.17454591
465	PLOD3	10.163866	10.135563	9.400679	5.026959	7.107836	7.428484	-0.840077898	4.47E-02	1.95E-02	-8.155236142
466	GLS	9.936777	10.794007	11.830609	7.771052	8.724089	7.428484	-0.738297443	4.71E-02	2.65E-02	-8.128310697
467	LAT	9.21205	8.841005	10.39192	6.183122	6.189775	7.152205	-0.783124361	4.57E-02	2.31E-02	-8.124475148
468	PDLIM7	11.459349	11.804542	11.210206	7.42265	8.453372	9.363984	-0.806679401	4.53E-02	2.16E-02	-8.033212252
469	PPIF	11.643242	12.044868	11.755426	9.81605	8.751258	8.11568	-0.780944698	4.58E-02	2.33E-02	-8.023150935
470	BLOC1S1	11.610439	10.845928	10.242609	7.243046	7.31791	9.092804	-0.763008009	4.63E-02	2.47E-02	-7.997576706
471	MDGA1	5.056948	6.391145	8.506461	1.661149	5.509998	5.106393	-0.531998798	6.75E-02	5.90E-02	-7.980412375
472	HCCS	9.648253	9.184784	8.607641	6.067497	6.189775	6.195186	-0.84804937	4.46E-02	1.90E-02	-7.972366897
473	SLC25A37	9.625257	11.312186	9.948587	6.954147	6.78473	7.920856	-0.797680187	4.54E-02	2.21E-02	-7.969225848
474	SSR2	12.676518	11.783579	11.727086	9.002943	9.687973	8.60836	-0.80736439	4.53E-02	2.15E-02	-7.936730826
475	RC3H2	8.713026	8.158996	8.735088	5.728038	5.165949	6.32627	-0.773677971	4.60E-02	2.38E-02	-7.917186749
476	PORCN	7.773024	5.297868	6.056062	1.661149	3.134528	4.790662	-0.724044292	4.76E-02	2.75E-02	-7.902791099
477	SLC23A3	4.639409	6.049721	8.102218	1.661149	4.797798	3.630092	-0.632169178	5.31E-02	3.78E-02	-7.880354138
478	WWTR1	10.914153	12.234791	13.174964	9.260886	9.64516	9.072081	-0.712205346	4.80E-02	2.86E-02	-7.856603559
479	RNASEH1	8.84495	6.983552	7.056312	1.661149	4.797798	5.874974	-0.759292758	4.64E-02	2.49E-02	-7.835235608
480	UBL4A	9.750974	8.445606	8.428147	5.320955	6.78473	6.106561	-0.730641943	4.74E-02	2.71E-02	-7.814991529
481	OSTF1	11.017855	10.055705	11.088182	8.122528	7.56803	7.218312	-0.844187678	4.46E-02	1.92E-02	-7.811794785
482	HNRNPU	12.975954	13.437325	13.701247	10.74399	10.511716	9.851274	-0.840983962	4.47E-02	1.94E-02	-7.766460499
483	RASSF4	10.056219	9.201373	10.282106	6.244586	6.640994	7.897492	-0.762876577	4.63E-02	2.47E-02	-7.763926618
484	SNORD22	8.051258	8.889584	8.26876	5.095353	5.317867	5.446557	-0.890373718	4.42E-02	1.70E-02	-7.759185469
485	FAM189B	8.890666	8.147628	7.997641	1.661149	5.936219	5.634184	-0.849137033	4.45E-02	1.89E-02	-7.751345264
486	JMJD8	10.655041	10.381035	9.504512	6.550689	7.191402	8.60836	-0.694843851	4.89E-02	3.03E-02	-7.747993073
487	MVP	10.620572	9.396488	9.028421	1.661149	7.31791	7.668215	-0.789558511	4.55E-02	2.27E-02	-7.740124088
488	AGPAT2	9.077334	8.92996	7.680498	5.320955	5.509998	6.129407	-0.778899498	4.58E-02	2.34E-02	-7.716391719
489	PRSS8	8.559749	11.504926	7.500862	7.607339	7.989035	4.562324	-0.509616196	7.34E-02	6.70E-02	-7.666338114
490	HMGA1	10.577293	12.256783	10.644425	9.154721	8.055928	7.640338	-0.729910375	4.74E-02	2.71E-02	-7.657934818
491	ELF4	8.028068	7.912639	8.024505	5.095353	4.131418	5.091834	-0.905277707	4.42E-02	1.62E-02	-7.63546089
492	IRX1	8.85157	11.519332	8.011136	6.283686	5.920411	5.426231	-0.830498767	4.49E-02	2.00E-02	-7.627233895
493	SLED1	5.263699	5.195784	7.762571	4.718672	2.265287	2.921909	-0.637627755	5.25E-02	3.70E-02	-7.623729122
494	WFIKKN1	3.839948	5.195784	6.410545	1.661149	2.265287	2.921909	-0.706615224	4.83E-02	2.91E-02	-7.623729122
495	SH3PXD2A	10.671972	10.20576	11.2175	7.037879	8.502167	7.748756	-0.784249598	4.57E-02	2.30E-02	-7.585348973
496	PCMT1	12.028542	11.73977	11.504251	9.260886	8.817023	8.424409	-0.831868027	4.49E-02	1.99E-02	-7.582887957
497	IL23A	7.067614	5.195784	7.180931	4.894482	2.265287	4.146207	-0.639514586	5.23E-02	3.66E-02	-7.575844619
498	S100A9	6.054828	8.628465	5.389265	1.661149	3.134528	6.129407	-0.625688072	5.36E-02	3.87E-02	-7.570034815
499	POU3F1	6.054828	6.311907	8.525393	4.718672	3.134528	5.106393	-0.626828337	5.35E-02	3.85E-02	-7.570034815
500	MTHFD2L	6.054828	7.129367	5.389265	1.661149	3.134528	5.106393	-0.664716652	5.04E-02	3.33E-02	-7.570034815
501	ASCC1	10.098578	7.843866	8.702188	1.661149	7.187136	6.195186	-0.765379888	4.62E-02	2.44E-02	-7.523695748
502	PRDX6	14.518145	13.702332	14.113068	10.873216	11.207267	11.512316	-0.82578989	4.49E-02	2.04E-02	-7.494335789
503	TMEM22	6.099991	6.03611	4.944468	1.661149	3.134528	5.091834	-0.558762621	6.21E-02	5.15E-02	-7.472452826
504	PPP2CB	13.268699	13.616544	14.099313	10.369894	10.769315	11.146572	-0.814928785	4.52E-02	2.11E-02	-7.458084416
505	ZNF395	12.222335	10.405104	10.234003	7.33564	8.696398	8.952456	-0.650032917	5.15E-02	3.50E-02	-7.455800752
506	LAMB2	12.063179	12.135419	12.701612	9.049264	9.809281	9.769968	-0.777110997	4.59E-02	2.35E-02	-7.424694627
507	C15orf48	7.980539	8.660813	8.366488	7.504712	5.317867	5.091834	-0.58770507	5.76E-02	4.50E-02	-7.406055343
508	CALCA	4.743564	5.809601	4.944468	1.661149	2.265287	2.921909	-0.775356807	4.59E-02	2.37E-02	-7.40085677
509	TRIP4	9.206896	8.278469	7.360327	1.661149	6.319269	5.580533	-0.788658035	4.56E-02	2.27E-02	-7.400521501
510	TIPRL	10.078965	9.168002	9.149294	6.396698	7.191402	5.091834	-0.82755683	4.49E-02	2.03E-02	-7.400189864
511	ZSCAN16	6.417969	5.148082	4.724406	1.661149	2.265287	4.476242	-0.622379472	5.38E-02	3.91E-02	-7.375779037
512	PSAT1	6.417969	7.421341	2.165421	1.661149	4.539173	2.921909	-0.454955634	9.15E-02	9.31E-02	-7.372569906
513	SV2A	9.689484	7.679931	6.601009	5.743334	4.797798	4.476242	-0.708764122	4.82E-02	2.89E-02	-7.372390938
514	NASP	11.753395	11.774369	12.393714	8.875048	8.951948	9.372483	-0.833088605	4.48E-02	1.98E-02	-7.353070822
515	RAB33A	6.554045	5.362142	6.012527	1.661149	3.134528	4.476242	-0.701754769	4.86E-02	2.97E-02	-7.351296306
516	TUBB4B	13.313745	14.69107	14.743622	11.849546	11.567822	11.821019	-0.67555335	4.98E-02	3.21E-02	-7.310908571
517	NONO	11.935794	12.567904	11.872799	9.698891	9.451686	8.834367	-0.783818675	4.57E-02	2.31E-02	-7.305648867
518	ITFG3	9.902119	8.407985	7.7303	4.718672	6.319269	7.033813	-0.637419733	5.25E-02	3.70E-02	-7.302072329
519	DNAJC8	11.66877	11.352354	11.224758	8.688623	8.564762	8.357484	-0.848420041	4.46E-02	1.90E-02	-7.296850735
520	PWWP2B	6.846868	7.402335	7.855267	6.396698	4.539173	2.921909	-0.643105923	5.19E-02	3.62E-02	-7.276084409
521	VANGL2	7.445608	6.537655	8.54408	4.802615	5.509998	3.676349	-0.708447426	4.82E-02	2.89E-02	-7.266727449
522	CD101	5.744513	8.181467	8.458015	5.320955	2.265287	5.900694	-0.637988809	5.25E-02	3.69E-02	-7.262730803
523	THPO	5.779429	5.43468	6.072169	1.661149	3.571326	2.921909	-0.797000919	4.54E-02	2.22E-02	-7.247685686
524	RRAGA	12.257657	11.356063	11.196982	7.856887	9.401119	8.784285	-0.77195692	4.61E-02	2.39E-02	-7.242751562
525	DHX38	10.518185	8.561508	10.730562	5.705318	7.440337	8.79697	-0.601623285	5.61E-02	4.25E-02	-7.241003583
526	PARP16	6.417969	6.03611	7.462086	1.661149	4.608763	3.630092	-0.795899369	4.54E-02	2.23E-02	-7.226627157
527	IL34	6.873131	6.983552	4.508334	1.661149	3.571326	5.900694	-0.513243517	7.23E-02	6.55E-02	-7.195949535
528	NT5DC3	9.170294	11.432999	10.640089	7.792994	8.140553	7.722406	-0.647772701	5.16E-02	3.54E-02	-7.195500884
529	SCFD2	6.417969	6.044198	6.601009	1.661149	3.571326	4.146207	-0.807485972	4.53E-02	2.15E-02	-7.193247514
530	HIPK2	11.585835	10.428779	9.310781	7.582358	7.56803	7.748756	-0.722346377	4.76E-02	2.77E-02	-7.192137635
531	METTL1	7.686806	7.383076	5.723602	1.661149	4.539173	5.446557	-0.674088929	4.99E-02	3.23E-02	-7.179599117
532	IP6K1	9.3863	9.520657	10.036997	6.544171	7.107836	7.020304	-0.789213913	4.55E-02	2.27E-02	-7.170773077
533	SLC26A6	8.69841	6.821329	9.255159	5.705318	5.857745	5.882028	-0.615844857	5.44E-02	4.01E-02	-7.163505134
534	NUDT22	7.641685	6.466258	5.018694	1.661149	5.353925	3.630092	-0.622993791	5.38E-02	3.90E-02	-7.141197354
535	ABCA2	7.730559	8.436292	9.490128	4.894482	6.373501	6.455366	-0.669642476	5.01E-02	3.27E-02	-7.140756662
536	KAZN	10.52855	10.664394	9.696318	8.628872	6.861783	7.152205	-0.713190736	4.79E-02	2.84E-02	-7.133128022
537	DUSP4	10.403474	13.158825	11.763423	9.584013	8.277663	8.929599	-0.69228366	4.90E-02	3.05E-02	-7.129613805
538	C1orf216	7.716122	7.26179	7.4423	5.448591	4.608763	2.921909	-0.789983711	4.55E-02	2.27E-02	-7.128194378
539	GPR137	10.454378	9.898421	9.816476	5.705318	7.066159	7.800057	-0.825702351	4.49E-02	2.04E-02	-7.121901626
540	MIR3682	6.820119	7.679931	8.279951	5.448591	5.165949	3.630092	-0.722993726	4.76E-02	2.76E-02	-7.117449004
541	SRGAP2	9.806546	8.509169	10.336718	5.743334	7.505595	6.649696	-0.734434678	4.73E-02	2.68E-02	-7.116280157
542	HLA-C	14.565223	14.24246	14.570289	11.412631	12.186026	11.653272	-0.777917909	4.58E-02	2.35E-02	-7.109901294
543	MGC12982	6.648293	4.389936	6.976024	1.661149	3.571326	4.146207	-0.663891751	5.04E-02	3.34E-02	-7.109836982
544	GABBR1	10.432466	9.781927	10.559721	6.954147	8.296229	7.492252	-0.726034179	4.75E-02	2.74E-02	-7.099804308
545	NFYA	10.226328	9.511817	10.295954	7.037879	7.473335	7.36177	-0.774681697	4.60E-02	2.38E-02	-7.074457873
546	NUDT4	12.289089	11.431828	10.190185	7.243046	8.609988	10.413286	-0.588394916	5.75E-02	4.49E-02	-7.070634371
547	SEC16A	10.412457	10.760815	9.996864	7.177844	7.627877	7.774634	-0.814901589	4.52E-02	2.11E-02	-7.056830439
548	FAM50B	6.973646	6.957749	6.489771	1.661149	4.797798	4.146207	-0.779463329	4.58E-02	2.33E-02	-7.020345328
549	FAM131A	8.668728	7.34377	6.175931	4.013424	5.857745	4.146207	-0.654351102	5.11E-02	3.45E-02	-7.017626845
550	KRT5	12.45478	15.685283	11.439601	8.628872	10.167971	10.106959	-0.772872808	4.60E-02	2.39E-02	-7.016388947
551	AGPAT6	10.52234	10.346648	10.309671	7.792994	7.53715	7.291822	-0.841889051	4.47E-02	1.93E-02	-7.010405138
552	CRTC2	9.358681	8.868964	9.7854	6.550689	6.549959	6.455366	-0.806427756	4.53E-02	2.16E-02	-7.006635641
553	CLCF1	7.579241	8.329668	8.743197	5.728038	5.936219	4.476242	-0.746989541	4.68E-02	2.58E-02	-6.998171017
554	GJA4	9.143569	8.158996	8.751261	5.891233	5.353925	8.472642	-0.49890755	7.61E-02	7.10E-02	-6.988926303
555	ZNF703	5.658609	7.197097	7.899474	5.095353	4.131418	2.921909	-0.69264847	4.89E-02	3.04E-02	-6.984324236
556	MT1A	7.968408	9.874484	10.344735	6.544171	5.165949	9.525135	-0.492401282	7.82E-02	7.38E-02	-6.976284296
557	SCT	3.350997	5.148082	5.723602	1.661149	2.265287	2.921909	-0.609808088	5.51E-02	4.10E-02	-6.972580711
558	CYP1A1	7.513971	6.792427	6.601009	4.718672	4.131418	2.921909	-0.795787918	4.54E-02	2.23E-02	-6.941746079
559	ADCK5	8.5104	7.402335	7.794136	4.894482	4.608763	5.900694	-0.740465724	4.71E-02	2.63E-02	-6.933443315
560	NRXN2	4.682076	4.750708	7.401896	1.661149	4.608763	2.921909	-0.570411423	6.03E-02	4.88E-02	-6.931329527
561	LTBP3	9.799716	10.815719	11.383636	6.252746	8.2398	8.593895	-0.725943931	4.75E-02	2.74E-02	-6.915055221
562	FBXO18	11.784865	10.539479	10.239746	7.450526	8.181074	8.822008	-0.702920534	4.85E-02	2.96E-02	-6.912562631
563	ANKMY1	6.898923	5.195784	4.449894	1.661149	3.571326	2.921909	-0.674662752	4.98E-02	3.22E-02	-6.910284693
564	MYLPF	5.304463	6.044198	4.449894	1.661149	2.265287	3.630092	-0.691757806	4.90E-02	3.05E-02	-6.910284693
565	ATG4B	10.228873	9.778245	10.284887	4.894482	7.440337	7.774634	-0.817377487	4.52E-02	2.09E-02	-6.909282283
566	UNC45A	10.991122	9.807436	9.854403	8.206677	7.656894	6.69026	-0.707208261	4.83E-02	2.91E-02	-6.889717456
567	SLC25A38	9.558037	9.568332	9.283238	6.252746	6.774676	8.213534	-0.625092429	5.36E-02	3.88E-02	-6.884540775
568	DIO3	4.815804	4.750708	5.702912	1.661149	2.265287	2.921909	-0.757564004	4.64E-02	2.50E-02	-6.873299715
569	UBN1	8.630745	8.041069	8.063885	4.718672	5.857745	5.634184	-0.783419109	4.57E-02	2.31E-02	-6.835279089
570	FAM3A	11.05991	10.052661	9.955583	6.811341	7.656894	8.287303	-0.732351939	4.73E-02	2.70E-02	-6.833413098
571	MT2A	16.589026	16.588349	15.299176	12.528159	13.23365	15.384407	-0.583221464	5.83E-02	4.59E-02	-6.825889039
572	TCIRG1	10.956225	9.853646	10.1327	7.36523	7.187136	8.095288	-0.755218454	4.65E-02	2.52E-02	-6.809129204
573	CLTB	10.452202	11.32738	10.365897	6.550689	7.68534	8.66481	-0.787568327	4.56E-02	2.28E-02	-6.806256017
574	WDR45	11.631749	11.067214	10.965312	8.301578	8.220489	8.357484	-0.851215296	4.45E-02	1.88E-02	-6.80048145
575	E2F3	8.254752	8.544272	8.487278	5.728038	6.237456	4.790662	-0.776480516	4.59E-02	2.36E-02	-6.770394439
576	C1QB	6.48761	4.413323	8.151795	1.661149	2.265287	5.580533	-0.654980874	5.11E-02	3.44E-02	-6.737316104
577	FTX	11.37685	11.502697	10.748801	8.616619	8.624754	8.745549	-0.734915262	4.73E-02	2.67E-02	-6.736949755
578	BOP1	8.107653	9.391678	8.634047	7.037879	4.797798	5.882028	-0.705631933	4.84E-02	2.93E-02	-6.736594165
579	PKM2	12.705129	11.923468	11.142841	9.179923	9.128102	9.547827	-0.713312871	4.79E-02	2.84E-02	-6.69713948
580	RAB14	12.216577	11.995784	12.002604	9.260886	9.492512	9.201749	-0.823445693	4.50E-02	2.05E-02	-6.688665342
581	CLN6	7.906175	8.692451	7.663508	6.063041	5.165949	4.476242	-0.753874937	4.66E-02	2.54E-02	-6.681745529
582	LHFPL2	10.509839	10.015619	10.548196	7.771052	9.357582	6.924055	-0.590604418	5.73E-02	4.45E-02	-6.675087649
583	SDS	5.056948	4.389936	7.942366	1.661149	3.571326	2.921909	-0.690986891	4.90E-02	3.06E-02	-6.628983794
584	MIR205HG	9.761558	12.403193	9.272072	7.037879	7.767462	6.722123	-0.777286105	4.59E-02	2.35E-02	-6.605553343
585	DNER	7.278811	6.732825	6.355801	1.661149	4.131418	4.562324	-0.800027807	4.53E-02	2.20E-02	-6.572701764
586	CHTF18	8.691047	9.145317	10.459924	6.664985	5.920411	7.748756	-0.666944265	5.03E-02	3.31E-02	-6.548513661
587	SERPINB6	11.284461	10.414621	10.508308	7.631894	8.332658	8.579284	-0.704762756	4.84E-02	2.93E-02	-6.521375886
588	GANAB	11.422029	10.227521	9.369586	7.274575	7.713236	7.523109	-0.739027971	4.71E-02	2.65E-02	-6.517918164
589	KIAA0368	11.299065	11.518229	12.061349	8.94532	9.357582	8.579284	-0.751219483	4.66E-02	2.55E-02	-6.515005865
590	CCDC86	10.033108	11.065705	9.969475	7.607339	7.269549	7.46072	-0.808952879	4.52E-02	2.14E-02	-6.497686323
591	ADO	8.804578	8.147628	8.767255	6.067497	6.613395	4.562324	-0.728523362	4.74E-02	2.72E-02	-6.496926702
592	SRGAP1	10.166524	10.926298	11.422028	7.037879	8.724089	8.32282	-0.728915344	4.74E-02	2.72E-02	-6.488745223
593	SHOC2	6.143785	6.466258	6.326717	1.661149	6.549959	3.630092	-0.508396782	7.37E-02	6.74E-02	-6.482837208
594	PACS1	9.065993	8.509169	8.345336	4.739845	6.373501	6.106561	-0.767247636	4.62E-02	2.43E-02	-6.464290503
595	ILK	12.117061	12.072184	12.305422	9.08528	9.426624	10.171703	-0.731855259	4.74E-02	2.70E-02	-6.455088136
596	FICD	8.03971	4.351315	4.944468	1.661149	4.797798	4.476242	-0.449554351	9.36E-02	9.66E-02	-6.453879381
597	HLX	6.52121	4.351315	5.702912	1.661149	4.608763	2.921909	-0.573475064	5.98E-02	4.82E-02	-6.453879381
598	LEPRE1	5.316227	4.351315	5.389265	1.661149	2.265287	3.630092	-0.640950745	5.21E-02	3.64E-02	-6.453879381
599	ENC1	8.607466	5.297868	7.713889	5.026959	5.353925	4.562324	-0.524364342	6.93E-02	6.14E-02	-6.439419899
600	C8orf73	6.099991	6.139057	6.83141	1.661149	4.131418	4.146207	-0.744516681	4.69E-02	2.60E-02	-6.431708718
601	E4F1	5.491121	4.911517	4.944468	1.661149	2.265287	2.921909	-0.778544452	4.58E-02	2.34E-02	-6.404922988
602	IRF7	9.227402	9.626816	9.902263	8.173604	6.551443	6.931222	-0.630020793	5.32E-02	3.81E-02	-6.390636271
603	PLAC8L1	4.815804	4.750708	5.596986	1.661149	2.265287	2.921909	-0.752486578	4.66E-02	2.54E-02	-6.386730266
604	ULK1	9.277427	8.603718	9.955583	4.894482	6.78473	7.291822	-0.728553698	4.74E-02	2.72E-02	-6.336831217
605	USP5	7.827768	5.148082	4.944468	1.661149	5.165949	4.562324	-0.467662942	8.64E-02	8.58E-02	-6.328300198
606	GFER	9.83355	8.595375	8.925282	6.339437	5.936219	7.020304	-0.722844951	4.76E-02	2.77E-02	-6.316630267
607	PEX10	7.744853	7.615377	6.031658	4.718672	4.539173	5.091834	-0.617195855	5.43E-02	3.99E-02	-6.289823517
608	REL	11.464756	11.038265	12.534117	8.895478	8.385634	9.143346	-0.77035407	4.61E-02	2.41E-02	-6.288132133
609	GFM1	8.84495	8.916627	7.4423	6.252746	5.857745	6.195186	-0.617366115	5.42E-02	3.99E-02	-6.275649048
610	DHX37	8.294165	8.988481	7.899474	5.252045	5.306419	7.03218	-0.649742472	5.15E-02	3.51E-02	-6.265496617
611	C14orf176	3.350997	4.911517	6.601009	1.661149	2.265287	2.921909	-0.630776355	5.31E-02	3.79E-02	-6.260290154
612	MAP3K6	7.067614	8.278469	9.099629	5.026959	6.205902	5.634184	-0.646038166	5.18E-02	3.57E-02	-6.251857735
613	UBTD1	9.247621	9.434406	9.66678	6.252746	6.794431	7.582913	-0.708048713	4.83E-02	2.90E-02	-6.233207508
614	SLC3A2	12.31447	11.868263	11.933413	9.337546	9.158864	9.676959	-0.770754927	4.61E-02	2.40E-02	-6.222570977
615	HS6ST1	8.224469	8.595375	9.243773	1.661149	6.608026	6.051818	-0.811798301	4.52E-02	2.13E-02	-6.214967094
616	REC8	6.648293	7.912639	8.932392	4.013424	4.539173	6.587378	-0.654372642	5.11E-02	3.45E-02	-6.211188386
617	INHBA	7.906175	7.197097	7.107458	1.661149	5.920411	4.562324	-0.743983806	4.69E-02	2.61E-02	-6.21077408
618	PPP1R3F	9.632963	8.136169	8.767255	6.067497	5.509998	7.352555	-0.645798961	5.18E-02	3.58E-02	-6.173852491
619	LOC654433	7.480194	8.509169	4.285996	1.661149	6.205902	4.790662	-0.500024702	7.59E-02	7.07E-02	-6.16819254
620	NOL7	6.973646	6.821329	4.285996	1.661149	3.134528	5.426231	-0.565942528	6.10E-02	4.98E-02	-6.16819254
621	PAK6	5.316227	7.631788	4.285996	1.661149	4.539173	2.921909	-0.597910353	5.65E-02	4.32E-02	-6.16819254
622	RPS6KB2	6.099991	6.537655	4.285996	1.661149	2.265287	4.476242	-0.65630138	5.10E-02	3.42E-02	-6.16819254
623	SLC16A7	5.753024	4.830496	5.544653	1.661149	4.539173	2.921909	-0.568540828	6.06E-02	4.93E-02	-6.159206453
624	MAMLD1	6.186289	6.228068	7.381261	4.739845	3.571326	4.146207	-0.653010131	5.12E-02	3.47E-02	-6.126074355
625	MESDC1	8.720278	8.34965	9.093298	5.891233	6.189775	6.106561	-0.76805643	4.62E-02	2.43E-02	-6.120787725
626	PLSCR2	4.815804	4.736586	6.175931	1.661149	3.571326	2.921909	-0.637718941	5.25E-02	3.70E-02	-6.082249516
627	CLSTN3	9.496006	7.991061	9.460924	4.739845	6.861783	7.873743	-0.582365366	5.84E-02	4.62E-02	-6.059257337
628	MVK	8.224469	7.303362	6.450701	1.661149	4.797798	5.634184	-0.725430667	4.76E-02	2.75E-02	-6.022175436
629	DOK1	5.856559	4.389936	5.723602	1.661149	3.134528	5.106393	-0.466973701	8.67E-02	8.62E-02	-6.017122747
630	COL4A1	13.2	11.517125	11.709604	8.346785	9.776594	10.616586	-0.628216583	5.34E-02	3.84E-02	-5.993564323
