	Gene Symbol	CD44+ N37	CD44+ N39	CD44+ N40	CD44+ N152	CD44+ N161	CD44+ N172	t-value	q-value	p-value	PseudoFC
400	ITGA7	6.0999914	4.9115166	6.3558005	8.4588258	10.4710706	10.8888821	0.897019636	6.68E-02	1.74E-02	20.69311928
401	PDP1	3.8399484	4.3899364	4.2859964	8.2285993	8.5186068	8.7579092	1.087176846	5.11E-02	7.94E-03	20.64861088
402	MRPL18	4.2634629	4.8079702	2.9956812	8.2285993	9.8237295	7.3606902	0.955885588	5.84E-02	1.30E-02	20.60623361
403	UQCRC2	5.3354128	4.7365865	4.5083337	8.7677808	9.2056159	9.6989376	1.059299864	5.17E-02	8.74E-03	20.58504727
404	ARFIP1	4.6820765	4.3899364	3.3243747	8.7513276	6.4455364	9.4156466	0.858203205	7.44E-02	2.15E-02	20.55462698
405	DNAJB9	5.7445127	3.8720139	5.3892653	9.4518602	10.1036991	8.6288544	0.982707351	5.63E-02	1.17E-02	20.52323742
406	ZFAND1	4.6394091	3.8720139	3.3243747	7.2911484	8.9985279	8.8620767	1.003702266	5.46E-02	1.07E-02	20.52227622
407	GNAI2	7.4279993	6.270596	7.1809309	11.7682045	10.2550627	11.7800947	0.985472847	5.61E-02	1.15E-02	20.42260955
408	PTPN18	3.8197323	4.7365865	3.7641245	7.8808129	8.1688761	9.33519	1.012778724	5.40E-02	1.03E-02	20.38087076
409	TLN1	5.3162271	5.3621423	5.5715986	9.2263843	9.7093356	10.0022812	1.058853562	5.17E-02	8.76E-03	20.35333457
410	RAB10	5.3044627	4.3899364	4.7549172	9.5549994	9.63965	8.6786124	1.075372865	5.13E-02	8.21E-03	20.18465892
411	NR2F2	9.0602887	4.8304956	6.976024	11.1435335	11.3019035	13.1437919	0.95581188	5.84E-02	1.30E-02	20.05485407
412	GMPR	3.3509967	2.8096013	2.1654208	6.4903918	7.0925914	9.0119393	1.036515929	5.26E-02	9.47E-03	20.04222754
413	MSH6	4.2634629	2.8096013	3.7641245	6.4501951	8.0839766	8.6622163	0.906915941	6.52E-02	1.66E-02	19.97124046
414	PDLIM3	4.7435639	4.4133226	4.7549172	7.0434341	9.062059	9.7695234	0.870842761	7.17E-02	2.03E-02	19.95246522
415	RNF103	3.8197323	3.3213504	5.018694	7.7708426	8.4792536	8.1298183	0.947644285	5.93E-02	1.35E-02	19.83650498
416	H1FX	8.234634	5.4346801	6.3692392	10.481169	11.5704161	10.6685344	0.910275693	6.47E-02	1.63E-02	19.68868936
417	TBC1D15	6.6175557	6.270596	6.0560619	10.6482176	10.9138572	9.4350787	0.947903505	5.93E-02	1.35E-02	19.64787657
418	FAM102B	4.2634629	2.0230478	3.3243747	6.4501951	7.6124139	8.0053615	0.911657173	6.44E-02	1.61E-02	19.53567509
419	SNRPD2P2	7.2389721	6.3520696	6.3558005	10.1890925	10.7360641	11.5183831	0.982350109	5.63E-02	1.17E-02	19.41918907
420	TINF2	4.2634629	3.360637	2.3793449	7.4827092	6.6483084	9.1239392	0.947284605	5.93E-02	1.35E-02	19.27906972
421	CD9	3.8197323	3.7709946	3.3243747	8.0382872	9.1648555	7.141714	1.02651993	5.31E-02	9.74E-03	19.2567535
422	FAM36A	4.7435639	5.297868	4.5083337	9.3017621	8.2799211	9.5642342	0.997051405	5.54E-02	1.11E-02	19.24439227
423	ENY2	4.6820765	2.0230478	3.3243747	8.6748743	7.4318221	7.5859707	0.986572336	5.60E-02	1.14E-02	19.18086683
424	CYB561D2	3.8399484	3.3213504	2.3793449	6.6408414	8.3250145	7.0438915	0.940667677	6.01E-02	1.40E-02	19.17954452
425	MUT	5.8972917	2.0230478	4.5083337	7.0434341	8.7675828	9.0248218	0.819358001	8.61E-02	2.75E-02	19.14968888
426	WAC	6.7367617	5.3621423	7.0300422	9.6198778	9.7758097	13.1124517	0.891139399	6.78E-02	1.81E-02	19.12960958
427	ZMAT2	6.1437849	3.360637	4.5083337	8.5755707	8.922321	8.7579092	0.893293167	6.72E-02	1.78E-02	19.02171579
428	C1S	6.9491661	7.0583001	8.26876	11.7538223	11.1925978	11.8101721	0.985498012	5.61E-02	1.15E-02	18.94088318
429	C11orf73	4.2098819	4.3899364	3.7641245	7.5976045	8.5569151	8.6288544	1.000992882	5.50E-02	1.09E-02	18.88171674
430	HSD17B11	6.2275774	4.8304956	5.6099449	9.8727797	8.9892193	10.4614424	0.971245962	5.71E-02	1.22E-02	18.81569836
431	ANKS1B	5.3162271	3.8720139	4.9444683	8.1428995	9.5475254	8.7267115	0.94148941	6.00E-02	1.39E-02	18.78225317
432	SNHG6	7.1980024	7.1522986	7.6289155	11.0029324	11.4243795	13.1460046	1.023424431	5.33E-02	9.86E-03	18.71829485
433	PDK4	8.9658158	6.7328249	6.7371315	10.9552425	12.4048378	11.1135456	0.866897983	7.22E-02	2.05E-02	18.66699306
434	CADM1	4.2098819	4.3899364	3.7641245	6.6408414	8.4250552	9.6989376	0.886860184	6.84E-02	1.85E-02	18.57349372
435	TAGLN	8.8382996	10.9961008	9.5421815	12.5235071	14.8358001	15.2107773	0.914652188	6.37E-02	1.59E-02	18.56709887
436	AMD1	4.6820765	5.3406193	6.7692467	10.575312	9.7149936	8.8763623	0.908125705	6.51E-02	1.65E-02	18.30652211
437	TFG	4.7435639	4.8079702	2.3793449	8.2521782	8.9985279	8.0053615	0.963965378	5.75E-02	1.26E-02	18.25927754
438	RPS18	10.4802403	11.0413399	10.7568342	13.8496561	15.3851924	14.9356243	0.935240153	6.09E-02	1.43E-02	18.11094714
439	AIMP1	5.7445127	5.297868	4.9444683	9.1214689	9.7262434	9.6827716	1.030541317	5.29E-02	9.65E-03	18.08849656
440	COL12A1	5.3162271	4.8079702	6.7042855	10.8739807	9.7093356	8.6288544	0.894287853	6.72E-02	1.77E-02	17.99713286
441	SEPN1	6.0999914	5.6616851	4.5083337	10.3147842	8.4658937	9.8294924	0.917366135	6.33E-02	1.57E-02	17.97359722
442	ADM	6.1437849	5.1480825	6.0316576	9.261664	10.6908421	10.1969719	0.999143484	5.52E-02	1.10E-02	17.94256562
443	HSD17B12	5.4911209	3.3213504	3.9083598	9.3571784	7.4857665	9.3557287	0.965308956	5.74E-02	1.26E-02	17.93139787
444	PRINS	3.0245043	4.4133226	3.7641245	6.6046733	7.9173057	8.9592273	0.900498166	6.63E-02	1.71E-02	17.79230067
445	RPL31	9.4617995	10.2275206	9.9968644	13.6106387	14.2235993	14.3361442	1.021311537	5.34E-02	9.93E-03	17.7388341
446	TMSB10	7.7305591	8.5268269	8.5897647	13.1027323	12.6739156	10.9710537	0.889019108	6.81E-02	1.83E-02	17.71732251
447	SPARC	9.1860944	8.6924512	9.1794888	14.13433	12.8358717	13.251156	1.051950508	5.19E-02	8.95E-03	17.67233245
448	NR1D2	4.815804	4.8304956	5.9741452	8.9518406	9.1565634	9.5375148	0.960093161	5.79E-02	1.28E-02	17.58211353
449	RGS4	2.993831	3.360637	4.9444683	8.7513276	7.1269443	7.8108476	0.914472915	6.37E-02	1.59E-02	17.54652348
450	PSMA2	5.7003762	4.7365865	5.2176156	10.013954	9.3361721	8.8034763	0.991486891	5.57E-02	1.12E-02	17.37036986
451	KHDRBS3	2.2016907	4.9115166	6.0540376	6.988347	9.2374148	9.0248218	0.789226734	9.63E-02	3.31E-02	17.30725824
452	PRMT3	5.7445127	3.3213504	2.9956812	7.704022	7.0925914	9.1239392	0.821794565	8.54E-02	2.71E-02	17.1116875
453	AHNAK	6.5540448	7.3033622	6.2829045	11.399889	8.7675828	11.3443198	0.810769582	8.88E-02	2.90E-02	17.10714203
454	GHITM	5.982974	3.360637	4.7244061	8.8160436	8.8418632	8.577319	0.897948926	6.67E-02	1.73E-02	17.04926294
455	DNAJC24	4.309025	2.8096013	3.7641245	5.8529567	8.3971729	8.3090028	0.82869478	8.30E-02	2.59E-02	17.00807471
456	TMEM183B	3.3509967	3.7709946	4.2859964	6.9599943	7.8571772	8.7108559	0.933450583	6.10E-02	1.45E-02	16.98492089
457	MRPL3	4.7435639	4.3899364	2.3793449	7.7708426	8.7233541	8.4683738	0.986593546	5.60E-02	1.14E-02	16.89398154
458	CASQ2	3.8197323	2.0230478	2.1654208	6.8406623	5.1121088	7.8974394	0.830920851	8.23E-02	2.56E-02	16.88543107
459	PPP1R12A	7.021395	6.4291897	6.5278107	10.0846112	10.6618412	11.0861509	0.964224668	5.75E-02	1.26E-02	16.73452716
460	ABCC9	3.8197323	4.8304956	4.7549172	7.8808129	8.65436	9.9759882	0.982279682	5.64E-02	1.17E-02	16.69195001
461	GPM6B	5.3162271	4.3513152	3.7641245	7.7210195	9.3724255	8.932131	0.948805259	5.92E-02	1.34E-02	16.63555852
462	FOXN2	3.8399484	3.8720139	3.9352215	6.8092213	7.9173057	8.7884466	0.913991292	6.39E-02	1.59E-02	16.51027049
463	ASPN	1.8744435	4.3899364	4.9444683	8.9873994	7.89754	8.3299138	0.982650155	5.63E-02	1.17E-02	16.48327601
464	C9orf167	4.815804	2.0230478	3.3243747	7.244891	7.4857665	7.3606902	0.871058768	7.17E-02	2.03E-02	16.40786315
465	LOC100500773	8.0512583	7.4586165	7.9139132	11.4943695	12.1603217	11.602428	0.979250363	5.64E-02	1.18E-02	16.40146769
466	IMMP2L	4.815804	3.7709946	2.3793449	7.147675	7.3469252	8.8476482	0.888837151	6.81E-02	1.83E-02	16.35708965
467	PPP1CB	8.5678121	8.181467	7.7625708	12.588628	11.3536	12.2189249	0.927113657	6.17E-02	1.50E-02	16.232529
468	GNAI3	5.2636993	4.8304956	4.2859964	9.6289125	7.0925914	8.8476482	0.818569992	8.64E-02	2.77E-02	16.19136378
469	SERPING1	5.3162271	5.6616851	5.5929159	10.4960584	7.8156527	9.6076956	0.831375906	8.22E-02	2.55E-02	16.16475463
470	ZBTB16	8.3513375	5.6616851	6.3558005	10.3588926	10.9113951	9.9424335	0.784356581	9.82E-02	3.43E-02	16.03432866
471	GYPC	7.2186326	4.8304956	5.5446534	8.8317789	10.2743512	10.4278881	0.860338778	7.39E-02	2.12E-02	16.01423883
472	TOMM20	6.7367617	5.7897017	4.5083337	8.4987997	10.9951597	9.6664224	0.855825571	7.51E-02	2.19E-02	15.89461259
473	WBSCR22	4.7435639	4.7365865	3.9083598	8.0109044	9.1565634	7.8974394	0.917255853	6.33E-02	1.57E-02	15.87934642
474	GNPNAT1	1.8744435	3.7709946	2.3793449	5.8529567	7.2253537	7.141714	0.908372026	6.51E-02	1.65E-02	15.76346971
475	IGBP1	5.7003762	6.0361098	6.5278107	10.0105015	11.1618566	9.5642342	0.969565439	5.72E-02	1.23E-02	15.71850025
476	DYNC1I2	5.6586086	5.297868	4.7549172	9.7035053	9.2452562	8.1767432	0.889399583	6.80E-02	1.82E-02	15.42702692
477	RSU1	5.7445127	6.0726357	4.5083337	9.690619	8.0839766	10.2473064	0.855107761	7.53E-02	2.20E-02	15.41332547
478	ANTXR1	4.7435639	5.1957839	6.1759311	9.2732348	9.1398349	9.0248218	0.902145045	6.61E-02	1.70E-02	15.39138307
479	RPS27	11.4342087	11.6153056	12.3217587	15.1118134	15.5442149	16.3577483	0.921934745	6.24E-02	1.53E-02	15.23068926
480	ARID1B	5.7794294	5.4346801	5.2176156	9.7035053	8.734539	9.3959492	0.930611735	6.13E-02	1.47E-02	15.17974807
481	BTG2	8.062715	7.6317881	8.2231054	12.5021549	11.986436	10.4566964	0.836600005	8.05E-02	2.46E-02	15.17601432
482	AP3M1	7.4456083	6.4291897	7.481604	10.9133361	11.6285305	10.3481293	0.902261075	6.60E-02	1.69E-02	15.12580138
483	LRRC41	7.0676142	7.1970971	6.4105447	11.1148814	9.3139746	11.0233447	0.818474757	8.64E-02	2.77E-02	15.11369233
484	ACTB	5.982974	6.7629335	4.4498938	10.5517522	8.9704199	9.8941059	0.890474441	6.79E-02	1.82E-02	15.04416213
485	TMEM106B	4.7435639	3.8720139	3.9352215	9.042531	6.6002221	7.8402926	0.807350554	8.98E-02	2.95E-02	14.98109425
486	RAB2A	6.9977182	6.0726357	5.5969865	10.9022008	9.3795682	10.3583437	0.915125416	6.36E-02	1.58E-02	14.97498509
487	LITAF	7.0901803	6.9314777	6.976024	12.2706547	10.8790006	10.5443033	0.987543534	5.60E-02	1.14E-02	14.9593611
488	CTDSP1	8.1619262	6.3520696	6.7371315	10.6459942	10.2511738	10.9610346	0.8142444	8.76E-02	2.84E-02	14.91926147
489	FAM8A1	4.7435639	4.3513152	4.7244061	8.6215576	7.4040744	9.5904678	0.89368479	6.72E-02	1.77E-02	14.89908179
490	RPL11	10.6550412	10.6763105	11.0461932	14.0123343	14.5823892	14.9356243	0.917420527	6.33E-02	1.57E-02	14.81956399
491	EIF2S3	7.021395	7.0338116	6.3692392	10.2518454	11.8086651	10.4181561	0.935533137	6.08E-02	1.43E-02	14.7496231
492	PFDN2	3.8399484	5.4346801	5.2176156	8.6033384	9.2216029	9.0997909	0.96628903	5.73E-02	1.25E-02	14.74521914
493	COL14A1	5.8565586	6.0924064	6.3267171	11.1731726	9.9681278	9.3143547	0.940714393	6.01E-02	1.40E-02	14.6794039
494	GTF2A2	3.3509967	4.3899364	2.3793449	6.7105675	8.2645713	6.8257955	0.861236018	7.36E-02	2.11E-02	14.66835217
495	MEF2C	4.6820765	4.4133226	3.9352215	7.8031272	8.2175169	10.3835676	0.972453265	5.70E-02	1.21E-02	14.60009264
496	NFIL3	6.6783891	5.3621423	7.4018955	11.2644118	10.5459934	9.6989376	0.893071786	6.73E-02	1.78E-02	14.59704312
497	HTR2A	6.4179694	5.3406193	6.0540376	8.8001347	10.1587087	10.2852763	0.880871193	6.96E-02	1.91E-02	14.59403557
498	MFN2	3.8197323	2.8096013	2.1654208	6.6761254	5.2428646	7.8691489	0.787417336	9.71E-02	3.36E-02	14.58611914
499	MDGA2	2.2016907	2.0230478	2.1654208	6.0269554	5.1121088	8.5419101	0.92651987	6.17E-02	1.50E-02	14.53576003
500	ANXA1	6.0999914	8.8196737	7.4620859	11.9404711	11.3205799	11.0201315	0.86503442	7.28E-02	2.07E-02	14.50515735
501	C11orf10	7.4101728	6.7020747	6.4507011	11.2658605	9.4147603	10.7327567	0.826621276	8.37E-02	2.63E-02	14.47696917
502	NAMPT	7.6416849	6.270596	6.4507011	11.4943695	10.5300335	10.0845675	0.899404137	6.64E-02	1.72E-02	14.44686593
503	GBP4	2.993831	4.3899364	3.9083598	6.8406623	7.4040744	9.1825988	0.885000359	6.86E-02	1.87E-02	14.38836994
504	ZC3H11A	6.7367617	4.9115166	5.018694	10.0547522	8.756652	9.9219195	0.898652074	6.67E-02	1.73E-02	14.37146758
505	CHURC1	5.7003762	4.3899364	5.3892653	9.2263843	7.6601162	10.6395124	0.854047038	7.55E-02	2.21E-02	14.29183243
506	METRN	6.186289	4.8304956	3.9083598	7.7378191	8.4111814	10.1210186	0.800389393	9.24E-02	3.09E-02	14.21615392
507	RGS5	10.1124251	8.214531	8.54408	11.7722875	13.935717	13.3023141	0.875131616	7.08E-02	1.98E-02	14.15551048
508	SNHG12	3.8197323	4.3513152	5.3892653	7.6339561	9.2838364	8.0813159	0.860824133	7.38E-02	2.12E-02	14.06681488
509	ANP32B	7.6263253	7.1060646	6.6362622	10.2012578	11.438128	10.9908856	0.89043607	6.79E-02	1.82E-02	14.04322846
510	SEC22C	5.0569476	4.8079702	4.2859964	8.8855392	7.7510357	8.6118796	0.88811537	6.81E-02	1.84E-02	13.96660489
511	CHRDL1	5.0569476	3.3213504	6.5278107	10.3314833	8.0305306	8.7884466	0.832537837	8.18E-02	2.53E-02	13.96431152
512	UBE2E2	6.0999914	4.8079702	4.4498938	8.6033384	8.0122661	10.0022812	0.828750202	8.30E-02	2.59E-02	13.88416192
513	ATAD1	6.5212096	4.8304956	4.5083337	8.6215576	8.5694617	9.6908773	0.820422617	8.57E-02	2.73E-02	13.84278208
514	PAIP2	7.1123989	6.0604012	6.3267171	10.1829712	10.6352324	9.8441031	0.89769947	6.67E-02	1.73E-02	13.77234114
515	RPL15	10.4146938	10.0798307	10.175278	13.3603952	14.1894599	14.1865251	0.91125945	6.46E-02	1.62E-02	13.68730107
516	GTF2H5	5.3354128	3.3213504	5.3892653	8.4177128	7.0925914	10.1029082	0.793331984	9.49E-02	3.23E-02	13.653898
517	PSMA4	5.7794294	5.6616851	3.7641245	8.6215576	9.5475254	8.4301508	0.845247147	7.79E-02	2.32E-02	13.62416608
518	LOC100129480	5.0569476	4.3513152	6.4105447	8.3967085	9.5601539	8.818351	0.821054607	8.55E-02	2.72E-02	13.56111025
519	MSRB3	5.2636993	5.4346801	4.2859964	8.0382872	9.2608123	9.0248218	0.884650914	6.87E-02	1.87E-02	13.55847085
520	XIAP	6.7650859	6.6706551	5.6099449	10.4174205	10.5138952	9.9080797	0.94272791	5.98E-02	1.38E-02	13.44324316
521	PCBP4	4.6394091	4.9115166	4.7549172	8.4889095	7.8365643	9.3454959	0.90225861	6.60E-02	1.69E-02	13.30588266
522	TMEM109	4.6394091	3.7709946	4.2859964	8.4384157	8.0122661	7.4007641	0.896518772	6.69E-02	1.75E-02	13.23484742
523	RPL13AP20	11.4075	11.9474319	11.7842038	14.668965	15.6678784	15.6610764	0.877873407	7.03E-02	1.96E-02	13.18153468
524	BRP44	5.0569476	4.8079702	2.9956812	8.3537595	8.5819002	8.5238744	0.952738879	5.87E-02	1.32E-02	13.14009898
525	TMEM64	6.3818471	5.8096013	7.4018955	11.1019621	9.4216969	10.225152	0.839898422	7.93E-02	2.41E-02	12.99663839
526	IGFBP3	6.7650859	5.3621423	6.0540376	10.575312	9.7539902	9.0375903	0.855966107	7.51E-02	2.18E-02	12.99561165
527	GFRA1	6.3447976	5.3621423	7.0032858	10.6984324	9.2295305	9.9626598	0.848370253	7.73E-02	2.28E-02	12.95239124
528	OBFC1	4.6820765	4.8079702	3.7641245	6.7442069	8.3687411	10.0784017	0.833824268	8.14E-02	2.50E-02	12.87646451
529	C6orf62	7.1558353	5.3621423	6.3267171	10.4174205	10.0819703	9.0375903	0.806529204	9.02E-02	2.97E-02	12.77674175
530	PSPC1	4.2098819	4.7365865	5.7236017	8.2638247	8.734539	8.4106527	0.848312388	7.73E-02	2.29E-02	12.76451011
531	PPP2R2A	4.815804	5.1957839	5.3892653	8.4281014	8.8624022	9.32481	0.919897851	6.30E-02	1.55E-02	12.69878235
532	CEP68	5.3044627	3.3213504	4.5083337	8.7008115	6.9843361	8.4106527	0.805182069	9.04E-02	2.98E-02	12.6668481
533	NEMF	6.186289	5.297868	2.1654208	8.9518406	9.1057844	8.833074	0.886849834	6.84E-02	1.85E-02	12.58795995
534	ATL1	4.6394091	3.7709946	3.3243747	7.9545288	6.9073747	8.2877844	0.88032251	6.96E-02	1.92E-02	12.53921637
535	CXCL12	7.4971815	7.2617905	9.3107812	12.9583367	10.5459934	12.671147	0.848861391	7.72E-02	2.28E-02	12.53209292
536	FGD5-AS1	6.8201191	6.0726357	6.1759311	10.6962851	9.818483	9.14769	0.828839559	8.30E-02	2.59E-02	12.48870381
537	ARPC3	6.3447976	4.8304956	3.9083598	9.5165726	8.2175169	8.4683738	0.811201413	8.87E-02	2.89E-02	12.44831219
538	FAM200B	4.7435639	5.1957839	3.7641245	7.4827092	7.956043	8.833074	0.812901739	8.81E-02	2.86E-02	12.44323818
539	ARMC1	5.7794294	5.4346801	3.3243747	8.6124767	9.4147603	8.0311264	0.831038389	8.22E-02	2.55E-02	12.4263524
540	NARFL	3.8197323	2.0230478	2.1654208	5.6551006	7.4318221	6.496723	0.852386776	7.59E-02	2.22E-02	12.39814856
541	ETFA	4.7435639	4.9115166	2.1654208	7.3794393	8.2490564	8.5419101	0.874096683	7.10E-02	1.99E-02	12.38389774
542	HDDC2	5.6586086	5.3621423	5.2176156	7.8190025	8.9892193	9.6415459	0.790933841	9.57E-02	3.28E-02	12.35546194
543	PCBD1	5.982974	5.7897017	4.9444683	9.7035053	8.8418632	8.5597232	0.81978204	8.60E-02	2.74E-02	12.25462899
544	GLUL	8.0740814	7.0089004	8.2346552	11.776359	11.6872754	11.5274641	0.938475604	6.03E-02	1.41E-02	12.23713573
545	GCFC2	4.6394091	3.7709946	2.3793449	7.244891	6.8260777	8.2443879	0.846975683	7.76E-02	2.30E-02	12.16765085
546	TCP1	6.0548278	6.1842483	6.8910052	10.3147842	10.4909939	8.9457427	0.821839578	8.54E-02	2.71E-02	12.12563722
547	SF3B1	5.982974	4.3899364	5.6099449	9.5738357	8.8926726	8.985824	0.893056562	6.73E-02	1.78E-02	12.04916889
548	NR3C1	6.2275774	4.7365865	5.9741452	9.5644483	8.8926726	9.6331575	0.870071476	7.18E-02	2.03E-02	12.04450485
549	HNRNPA0	7.8805094	7.0089004	7.8250252	11.8679196	11.0874723	10.5926931	0.855576216	7.51E-02	2.19E-02	11.99027384
550	ANK2	3.8197323	4.3513152	5.3892653	8.9590228	7.1604986	8.1767432	0.804168668	9.08E-02	3.01E-02	11.87419279
551	PPIA	6.5540448	6.7629335	6.3267171	9.5262757	11.0874723	10.1089703	0.873594632	7.10E-02	2.00E-02	11.75274209
552	TRIM4	1.8744435	3.8720139	3.9083598	7.4626381	6.8672984	7.2333272	0.892260879	6.76E-02	1.79E-02	11.74747067
553	SAP18	7.6108005	6.7020747	7.2956386	10.2430461	10.9454868	10.9908856	0.856343613	7.49E-02	2.18E-02	11.63961466
554	IRS2	7.9805393	7.6153768	8.685452	12.2252087	11.6800618	10.575284	0.784635392	9.82E-02	3.42E-02	11.62981855
555	ADCY6	4.309025	4.8079702	2.9956812	7.400693	8.0663803	7.8402926	0.861887475	7.35E-02	2.10E-02	11.56158826
556	DPYSL2	7.9188379	6.0361098	7.2046135	11.4247442	9.5664269	11.1898834	0.806313842	9.02E-02	2.97E-02	11.5539731
557	RPLP2	11.9574379	12.1454554	12.1638325	14.7428672	15.6731561	15.8474469	0.811964359	8.86E-02	2.88E-02	11.53303828
558	SPRED2	4.7435639	4.7507076	3.9083598	9.0891013	8.2490564	6.9389568	0.816394046	8.70E-02	2.80E-02	11.35686286
559	ITM2A	5.0569476	5.1957839	6.7692467	12.7556967	8.7007207	8.5597232	0.827219202	8.35E-02	2.62E-02	11.35248957
560	MSMO1	5.3162271	4.7365865	2.3793449	8.8081111	8.0305306	8.1767432	0.895471257	6.70E-02	1.76E-02	11.25024034
561	IRF2BP2	7.5139709	7.1970971	8.114773	11.5655021	10.8013455	11.003957	0.85567373	7.51E-02	2.19E-02	11.23545061
562	F5	4.7435639	4.3899364	5.3892653	7.8808129	8.2333728	8.3090028	0.809705695	8.92E-02	2.92E-02	11.23407095
563	C1orf55	4.963444	4.3513152	5.2176156	10.3425096	8.4524089	7.3194719	0.826119237	8.40E-02	2.64E-02	11.22750064
564	ARID5B	7.4971815	6.1842483	8.5253933	10.9836931	11.7214074	10.7979987	0.838880462	7.96E-02	2.42E-02	11.20842419
565	BAZ2B	4.963444	2.0230478	5.3892653	8.4486569	8.6892694	7.6538745	0.851873338	7.61E-02	2.23E-02	11.19833906
566	COPB2	6.3067721	4.8304956	3.9352215	8.3094927	8.0122661	9.4637448	0.780413175	9.98E-02	3.51E-02	11.15019582
567	EPAS1	9.417868	8.5529154	7.9423658	11.5513158	12.0302104	12.5017958	0.795185177	9.44E-02	3.21E-02	11.13704826
568	MLL5	7.2788106	6.3119075	7.1568531	10.7511015	10.3121715	10.2691257	0.861482611	7.36E-02	2.11E-02	11.09848594
569	CUTA	6.8989234	6.8496647	6.7692467	10.3203721	9.9822728	10.575284	0.878573558	7.01E-02	1.94E-02	11.08631047
570	POLR2C	5.0569476	3.360637	3.9352215	8.3753938	7.5120008	6.8257955	0.780455965	9.98E-02	3.51E-02	11.04375185
571	MAP9	6.8989234	4.4133226	4.5083337	9.8727797	7.8571772	9.4542526	0.793472674	9.49E-02	3.23E-02	10.88186968
572	STOML2	6.9736463	5.1957839	5.2176156	8.6395496	9.7093356	10.1797958	0.825395025	8.42E-02	2.65E-02	10.88119993
573	PPFIBP1	5.2636993	5.4876732	5.3892653	10.2489183	8.7007207	8.7267115	0.900382913	6.63E-02	1.71E-02	10.83045106
574	FABP4	6.2677178	7.5127845	7.5934735	9.6992226	10.7332789	11.5183831	0.795096253	9.44E-02	3.21E-02	10.7891167
575	PSMB1	6.6482929	4.9115166	5.7236017	8.9446225	9.1398349	9.8585673	0.820919126	8.56E-02	2.73E-02	10.67551065
576	THY1	5.7003762	6.7328249	6.7042855	10.8891001	9.1143726	9.5375148	0.790197086	9.59E-02	3.29E-02	10.65897244
577	TNFRSF10B	6.4876101	6.3520696	7.2508437	10.4610743	9.8496795	9.9011097	0.823626154	8.48E-02	2.68E-02	10.65530237
578	RDX	6.0082059	4.8304956	4.7244061	9.1902202	8.6064601	8.1057709	0.806764669	9.01E-02	2.96E-02	10.4205879
579	MPHOSPH8	8.234634	7.282726	7.5571389	11.3705641	10.6764145	10.9271259	0.80426854	9.07E-02	3.01E-02	10.33872951
580	BBX	6.4876101	5.1480825	6.1759311	9.4969685	9.1398349	9.8441031	0.845222161	7.79E-02	2.32E-02	10.24247886
581	RWDD1	7.373845	7.9523826	7.0563116	10.1921435	11.5719758	10.7288255	0.795884361	9.42E-02	3.19E-02	10.23174627
582	CIZ1	4.2098819	3.360637	3.9083598	7.0161533	6.6948447	8.7423946	0.824390792	8.47E-02	2.67E-02	10.08547882
583	NGDN	4.6394091	4.3899364	4.5083337	7.147675	7.8365643	8.833074	0.806379437	9.02E-02	2.97E-02	10.04378133
584	PRPF38B	6.4179694	6.7328249	7.0300422	9.4416416	10.0599091	11.1225628	0.814006316	8.77E-02	2.84E-02	10.03580366
585	KLF4	6.3818471	6.9314777	7.8096632	10.8872188	10.2472744	10.1682304	0.802408973	9.13E-02	3.04E-02	9.95759097
586	ARF6	7.786906	8.3195726	8.5625279	12.4238576	11.6270308	11.0644784	0.826941548	8.36E-02	2.62E-02	9.900203357
587	CLSTN1	5.982974	5.1957839	5.3892653	8.930077	9.2762025	8.4683738	0.824145345	8.47E-02	2.67E-02	9.803034952
588	GNB2L1	10.0789648	9.9998997	10.1480512	13.3614119	13.2194954	13.6080838	0.856705399	7.48E-02	2.17E-02	9.730049602
589	SERF2	7.5951068	6.9577495	7.4018955	10.9534456	10.6822029	10.2139459	0.816085647	8.70E-02	2.81E-02	9.715628863
590	TTC17	4.7435639	4.4133226	3.7641245	7.268205	9.4216969	7.0438915	0.789448888	9.62E-02	3.31E-02	9.711989783
591	ZCCHC9	5.8972917	5.297868	3.3243747	8.3094927	8.3543123	9.14769	0.822130593	8.54E-02	2.71E-02	9.516284116
592	PRKD3	4.815804	5.4346801	6.0721689	9.1531261	9.3214118	7.9524091	0.779991955	9.99E-02	3.52E-02	9.508665498
593	TRA2A	6.7928648	6.3119075	7.1323668	10.3777739	10.2589411	9.473175	0.79776008	9.37E-02	3.17E-02	9.483417779
594	NRN1	5.2636993	4.3513152	5.2252164	7.5790795	9.2989842	8.2662493	0.792012044	9.54E-02	3.27E-02	9.368150281
595	EEF1A1	12.2601471	11.9918161	12.5153	15.4488994	15.8390843	15.1507049	0.804961547	9.05E-02	2.99E-02	9.118221008
596	PTPN12	6.5540448	6.0726357	6.564874	9.2499997	9.7812134	9.7149245	0.7986597	9.33E-02	3.14E-02	9.046527085
597	IGFBP6	6.7367617	6.2280676	6.4897707	9.6644958	9.802628	9.4253954	0.798794549	9.32E-02	3.13E-02	9.029994426
598	NDUFAF2	6.8731305	6.1842483	6.0316576	9.1593751	9.7703857	9.9492072	0.794539832	9.46E-02	3.22E-02	8.740510082
599	DNAJC27	5.3354128	4.8079702	4.9444683	7.9107527	8.4387969	8.2662493	0.798691215	9.32E-02	3.14E-02	8.594323591
