	Gene Symbol	CD44+ N48	CD44+ N58	CD44+ N43	CD44+ N37	CD44+ N39	CD44+ N40	PseudoFC	P value	Gene description
848	BCL2L11	8.9316022	8.2353531	9.1339965	10.7688919	10.5282043	11.3846742	4.759063	1.38E-02	BCL2-like 11 (apoptosis facilitator)
849	PSMG4	5.8606947	5.2557479	5.1698352	7.4200342	8.0907875	8.0874164	4.757485	6.74E-03	"proteasome (prosome, macropain) assembly chaperone 4"
850	OGDH	8.3753331	6.8276853	7.5526903	10.0071109	9.8038486	9.075477	4.749553	2.26E-02	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
851	FAM164C	2.2332741	2.2332741	2.5235832	4.2760772	4.776787	4.4807314	4.748452	6.49E-03	"family with sequence similarity 164, member C"
852	KCTD17	2.2332741	3.7171189	2.2332741	5.6099971	4.776787	4.4807314	4.748452	1.97E-02	potassium channel tetramerisation domain containing 17
853	CHST5	4.524815	2.2332741	2.4608604	5.0412604	5.4794893	4.4807314	4.748452	4.33E-02	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5
854	RBM15B	6.9926769	7.7641972	7.0114786	9.6530747	9.4150542	9.239045	4.744868	9.69E-03	RNA binding motif protein 15B
855	MYO19	5.2911081	5.818991	6.1577137	8.0495054	8.4005154	7.5629563	4.733153	1.07E-02	myosin XIX
856	HDAC6	6.4987091	5.5442066	6.4731332	7.8413732	7.8317422	8.7405383	4.729964	2.05E-02	histone deacetylase 6
857	PHF5A	6.6915351	6.6701049	7.0211735	9.2618094	9.0902412	8.6544369	4.726053	7.29E-03	PHD finger protein 5A
858	PMF1	7.7255359	6.5460008	6.4534729	8.9649761	9.082445	8.6934876	4.724019	1.87E-02	polyamine-modulated factor 1
859	GPAT2	5.5722471	3.6066341	4.3759579	7.8108346	6.6386028	5.3456851	4.719348	4.29E-02	"glycerol-3-phosphate acyltransferase 2, mitochondrial"
860	TMEM176A	2.6483116	3.2974582	2.6483116	4.8826684	4.617732	5.6645938	4.705529	1.26E-02	transmembrane protein 176A
861	ISOC2	6.4954704	6.421673	6.9039118	9.1370823	8.9994826	8.1369379	4.701661	1.23E-02	isochorismatase domain containing 2
862	ILF3	8.3433877	8.2909836	8.0053794	9.8420445	10.5241382	10.8892715	4.701609	1.06E-02	"interleukin enhancer binding factor 3, 90kDa"
863	RFXANK	7.3375315	6.0355485	6.6877924	9.5703447	8.863549	8.5979431	4.700497	1.31E-02	regulatory factor X-associated ankyrin-containing protein
864	MED11	5.8699723	4.7131882	4.3811029	8.0148869	7.8060984	6.6115332	4.692739	1.48E-02	mediator complex subunit 11
865	DHX34	3.6483116	4.1431912	4.8262521	5.8831535	6.6468421	6.3685086	4.676138	1.56E-02	DEAH (Asp-Glu-Ala-His) box polypeptide 34
866	LOC285456	1.6483116	2.304158	2.9260582	4.4773665	4.529393	5.0821148	4.675871	1.01E-02	No description
867	LOC652276	3.9465722	4.427395	3.2896174	6.1711559	5.8536898	6.2388822	4.67376	1.14E-02	No description
868	RHBDL3	4.1077432	4.334284	4.7986272	6.3312644	6.5513401	8.1467046	4.670319	1.22E-02	"rhomboid, veinlet-like 3 (Drosophila)"
869	ARFGAP1	3.6483116	4.0907179	4.9980716	7.2196961	6.6100376	5.5509381	4.664183	2.15E-02	ADP-ribosylation factor GTPase activating protein 1
870	LLGL2	3.2332741	4.122465	5.5773893	6.34395	7.7015366	6.2996958	4.663732	2.21E-02	lethal giant larvae homolog 2 (Drosophila)
871	ZSCAN21	2.6483116	3.7907317	4.3399328	6.2963642	6.0085993	5.2550597	4.652053	1.83E-02	zinc finger and SCAN domain containing 21
872	RPS6KA4	6.7755665	5.8277494	7.7372609	8.9927658	9.4962571	8.8228926	4.649899	1.67E-02	"ribosomal protein S6 kinase, 90kDa, polypeptide 4"
873	IL10	6.7421339	5.0812595	5.8778342	7.7194888	7.9236925	8.9592715	4.6497	1.83E-02	interleukin 10
874	DKFZp761E198	6.8454616	7.1534303	7.6077354	10.262794	9.1181919	9.062203	4.648423	1.31E-02	No description
875	MGC70857	7.295045	4.1885617	6.7997982	9.412106	9.0153984	8.2580963	4.644748	2.08E-02	No description
876	PHF20	7.3312933	6.8853283	6.1074525	9.5465563	9.0530703	8.9534673	4.643662	9.48E-03	PHD finger protein 20
877	RPL18	11.7849919	11.2616891	12.3343648	14.0001204	13.9524457	14.4047067	4.643229	9.02E-03	ribosomal protein L18
878	ZC3H7B	6.260443	5.2533913	5.5304223	8.2219347	7.7443618	7.5508336	4.639404	1.26E-02	zinc finger CCCH-type containing 7B
879	MLX	8.0431252	6.3659741	6.7328016	9.7523781	9.6297129	8.5798332	4.639146	1.97E-02	MAX-like protein X
880	CD22	1.6483116	2.8939649	2.2806151	4.0174236	3.8920977	5.1076238	4.638502	2.17E-02	CD22 molecule
881	DIO3OS	1.6483116	1.6483116	2.8939649	4.7246425	2.738957	5.1076238	4.638502	3.57E-02	DIO3 opposite strand (non-protein coding)
882	RDH5	6.3121094	4.0427262	5.4873967	7.9118626	7.5542878	7.7010536	4.638495	1.70E-02	retinol dehydrogenase 5 (11-cis/9-cis)
883	SDHAP2	3.8596957	4.1885617	5.6126544	6.6312382	6.0519341	7.8252115	4.634961	2.45E-02	"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 2"
884	LAMA4	10.7222934	8.9281991	10.359712	12.8184202	12.2825487	12.5706499	4.629762	1.18E-02	"laminin, alpha 4"
885	STOML1	3.8596957	0.6483116	3.0455061	5.2563995	5.8940414	5.1575148	4.629619	1.72E-02	stomatin (EPB72)-like 1
886	CAPG	7.1649893	6.818414	7.6032011	9.2924053	9.3353577	9.8125146	4.624552	8.00E-03	"capping protein (actin filament), gelsolin-like"
887	C19orf24	4.7089956	5.2658883	4.257498	6.9172384	7.4072757	6.4723154	4.621121	1.33E-02	chromosome 19 open reading frame 24
888	TMUB1	7.4433045	5.3747894	7.9750446	10.0913923	9.6511875	9.2527831	4.619968	1.60E-02	transmembrane and ubiquitin-like domain containing 1
889	BLOC1S1	8.5138254	7.4681002	8.4065631	10.8118745	10.143718	9.6754217	4.618171	1.84E-02	"biogenesis of lysosomal organelles complex-1, subunit 1"
890	UPP2	2.2332741	5.2520357	5.5878463	6.5558103	7.457605	7.4969	4.612565	2.38E-02	uridine phosphorylase 2
891	LOC646851	7.0731027	5.7615873	5.8835025	8.0198984	8.3554293	8.0863031	4.603722	2.22E-02	No description
892	EIF3J	8.1431907	8.5853714	9.2805938	10.0514012	11.4799492	11.1484646	4.592741	1.76E-02	"eukaryotic translation initiation factor 3, subunit J"
893	NUFIP1	4.1417523	4.547335	5.1994036	7.4714325	6.7444932	5.6741829	4.585752	2.77E-02	nuclear fragile X mental retardation protein interacting protein 1
894	MCM7	7.4169845	7.1838275	7.7217079	8.941127	9.6139151	10.2581234	4.585028	1.43E-02	minichromosome maintenance complex component 7
895	PTRH1	5.5031331	6.2344299	6.9098358	8.8731198	9.1064756	7.6678503	4.584104	1.71E-02	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)
896	LYSMD2	4.7342157	4.3171705	4.3633507	6.5597085	6.9524377	5.5163001	4.583208	2.45E-02	"LysM, putative peptidoglycan-binding, domain containing 2"
897	HEBP2	5.6436889	4.9072881	5.1513008	7.8390242	7.7484349	6.52805	4.579961	1.71E-02	heme binding protein 2
898	BMS1	5.7809426	5.2772811	6.4336447	7.9758496	8.2301035	7.677169	4.578601	1.36E-02	"BMS1 homolog, ribosome assembly protein (yeast)"
899	FLJ45445	7.9912587	6.8273796	2.4013673	9.1591757	9.0221494	9.0174422	4.578166	3.03E-02	No description
900	LOC642587	8.2851584	6.9546694	6.6071415	9.0769808	11.651073	8.8014986	4.576857	2.79E-02	No description
901	XPO5	5.1707216	6.0242656	5.8624111	8.2182313	8.2177039	7.2627448	4.575615	1.32E-02	exportin 5
902	NOL12	5.6610791	4.698516	5.0035485	7.4992075	7.1973888	7.0854263	4.575217	1.12E-02	nucleolar protein 12
903	POM121L8P	4.4824552	4.603415	4.2245198	6.4176392	6.4176392	6.8768583	4.572932	7.61E-03	POM121 membrane glycoprotein-like 8 pseudogene
904	C7orf63	2.2332741	3.1301327	4.2037963	6.1040165	5.1716786	5.3202114	4.563304	1.82E-02	chromosome 7 open reading frame 63
905	ADCY2	5.4821759	4.0944283	5.4259633	6.3257458	6.5435141	7.6689451	4.552848	3.60E-02	adenylate cyclase 2 (brain)
906	IDH3G	6.7159625	6.4560121	5.9917689	8.9013566	8.7230387	8.0364872	4.54851	1.17E-02	Description
907	MRPL20	4.7089956	6.3406827	5.6370222	7.8222765	8.305059	7.3031299	4.548069	1.74E-02	mitochondrial ribosomal protein L20
908	DZIP1L	4.524815	3.2933541	5.3663186	5.8447921	6.952135	6.7065567	4.53701	2.77E-02	DAZ interacting protein 1-like
909	FBXO40	1.6483116	1.6483116	1.8342345	3.8299899	3.4989875	4.104181	4.53681	8.02E-03	F-box protein 40
910	CNGB1	3.4217357	1.6483116	1.9775059	3.8299899	4.1737885	4.6918492	4.53681	3.27E-02	cyclic nucleotide gated channel beta 1
911	TRMT2A	3.6483116	5.683593	4.9033709	7.0842697	7.2014276	6.7433166	4.53436	1.91E-02	TRM2 tRNA methyltransferase 2 homolog A (S. cerevisiae)
912	KIF9	2.6483116	4.7191091	3.2829401	5.4630775	5.8127937	5.2331646	4.531967	3.14E-02	kinesin family member 9
913	PRPSAP1	6.4763892	4.9836637	5.3192067	6.859054	8.613084	8.6562627	4.531138	1.94E-02	phosphoribosyl pyrophosphate synthetase-associated protein 1
914	ALPP	8.4015186	7.5590934	8.359542	9.7515329	10.2590547	10.5812337	4.530641	1.42E-02	"alkaline phosphatase, placental"
915	C6orf1	5.8489198	5.2372565	5.5855011	8.0263241	7.7837199	6.9192985	4.52339	1.63E-02	chromosome 6 open reading frame 1
916	HIRA	6.1502094	5.6576053	5.684514	7.596269	8.3544573	7.8587209	4.513376	1.08E-02	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)
917	DUS1L	7.1617265	6.4221346	7.8997943	9.5568309	9.8805817	8.5953001	4.510119	2.00E-02	dihydrouridine synthase 1-like (S. cerevisiae)
918	SAPS1	8.3664852	7.6258697	9.3588473	10.5396086	10.6178813	10.3861805	4.509987	2.07E-02	No description
919	SIDT2	7.1700444	6.1064103	6.4659661	8.6381701	8.4036013	9.2647644	4.507114	1.36E-02	"SID1 transmembrane family, member 2"
920	SCAND2	5.4309639	5.6261661	6.2595314	7.7229244	7.996016	7.7974976	4.504389	1.11E-02	SCAN domain containing 2 pseudogene
921	LRRC57	4.7929586	3.4087913	3.7727957	5.9393066	5.6819401	6.3500662	4.489363	2.05E-02	leucine rich repeat containing 57
922	VILL	5.3218258	3.9564863	4.2760772	6.6883307	6.1185364	7.2263154	4.475504	1.84E-02	villin-like
923	KIF21B	5.5484224	3.2332741	3.4793631	5.3942269	6.8389145	7.2328921	4.472101	2.80E-02	kinesin family member 21B
924	SCN11A	5.3218258	3.85868	4.2726092	6.7146234	6.4889096	6.0171826	4.464512	2.44E-02	"sodium channel, voltage-gated, type XI, alpha subunit"
925	IL23A	3.1936097	4.4354049	5.4586877	6.6656904	5.3510762	6.7218432	4.461307	4.71E-02	"interleukin 23, alpha subunit p19"
926	EXD2	6.4871444	4.1507009	4.1087711	7.4692488	7.0098834	6.2653743	4.458638	4.42E-02	exonuclease 3'-5' domain containing 2
927	TBC1D10C	1.6483116	2.4498866	2.4498866	3.8299899	3.804795	5.9264173	4.458268	2.31E-02	"TBC1 domain family, member 10C"
928	APOO	1.6483116	3.4202057	1.6483116	4.7205988	3.804795	4.104181	4.458268	3.13E-02	apolipoprotein O
929	LOC440335	4.4230841	5.0778428	6.6717437	6.9937486	9.7791224	6.5793469	4.457587	4.38E-02	No description
930	PEBP4	4.3136318	0.6483116	3.1951625	4.9718302	5.3510762	5.6062211	4.456508	2.94E-02	phosphatidylethanolamine-binding protein 4
931	REC8	4.8167645	5.2520357	5.593255	6.1872092	7.407286	8.4090037	4.454459	2.70E-02	REC8 homolog (yeast)
932	NCBP1	4.9037878	3.7763605	4.0316888	5.5874589	7.0590243	6.446328	4.454417	2.05E-02	"nuclear cap binding protein subunit 1, 80kDa"
933	PNPLA2	9.0207446	7.9675668	8.3688862	10.2409647	10.9019804	10.5216016	4.446639	1.39E-02	patatin-like phospholipase domain containing 2
934	NCS1	9.2870311	8.82781	9.2320547	11.076915	11.4362083	11.1597053	4.435747	7.78E-03	neuronal calcium sensor 1
935	C2orf60	5.1417523	4.0088992	3.9403491	6.74908	6.0889818	6.3353919	4.434074	1.85E-02	chromosome 2 open reading frame 60
936	KLB	2.2332741	2.8697876	3.6874354	3.7371269	5.0170711	6.5106229	4.429929	3.76E-02	klotho beta
937	ARF1	12.8257168	12.1000509	12.8949579	15.1103229	14.5216096	14.2471478	4.429356	1.56E-02	ADP-ribosylation factor 1
938	ALG3	7.9216076	6.9745755	7.2195526	10.0677775	9.8952274	8.8016703	4.426511	1.57E-02	"asparagine-linked glycosylation 3, alpha-1,3- mannosyltransferase homolog (S. cerevisiae)"
939	C14orf182	3.618666	2.2332741	2.2332741	4.3781388	5.5610862	4.6687585	4.422508	2.07E-02	chromosome 14 open reading frame 182
940	STK39	7.1806604	3.7024273	6.0723327	8.214899	9.0600757	8.0219694	4.415468	2.33E-02	serine threonine kinase 39
941	LOC283731	3.1936097	0.6483116	2.1695068	3.3505197	4.3110219	5.2299521	4.412252	3.19E-02	No description
942	WDR5	3.9465722	5.1738254	4.7554106	7.0830106	7.3130558	6.0110758	4.40527	1.87E-02	WD repeat domain 5
943	REV1	6.3165543	6.288525	6.2302514	7.702316	8.4898766	8.4273978	4.404178	1.39E-02	REV1 homolog (S. cerevisiae)
944	VHL	7.936648	7.2075312	8.0903068	10.2278977	9.7584561	9.9246387	4.400266	9.63E-03	von Hippel-Lindau tumor suppressor
945	SART1	8.0734786	7.5199405	8.4162047	10.2109795	10.4491116	9.7579876	4.399992	1.21E-02	squamous cell carcinoma antigen recognized by T cells
946	TPRG1L	8.4131808	7.366478	8.116839	10.5476881	9.8104885	9.7016257	4.390871	1.66E-02	tumor protein p63 regulated 1-like
947	KRTCAP3	3.4217357	3.2086063	1.9775059	4.1088816	5.7300107	4.4931975	4.381351	3.59E-02	keratinocyte associated protein 3
948	PPP2R3B	4.6572712	2.7683967	4.6666971	5.891526	6.2622231	6.7959496	4.374907	2.17E-02	"protein phosphatase 2, regulatory subunit B'', beta"
949	BMS1P1	0.6483116	2.4013673	3.3360202	4.5294444	4.0427262	5.2299521	4.371345	2.36E-02	BMS1 pseudogene 1
950	SH2B2	5.809145	3.8605351	5.5376251	6.871609	7.471156	7.9360459	4.367782	1.95E-02	SH2B adaptor protein 2
951	PIGL	5.4523941	3.832263	4.7342157	6.8599919	6.5341848	6.8663542	4.364378	1.90E-02	"phosphatidylinositol glycan anchor biosynthesis, class L"
952	ZC3H6	7.4343465	7.4660714	8.5659332	9.6690012	9.8456681	9.5599981	4.364002	2.12E-02	zinc finger CCCH-type containing 6
953	UNC45A	8.0295223	6.8364457	7.5770345	10.1533292	9.1998276	9.2380252	4.358425	1.92E-02	unc-45 homolog A (C. elegans)
954	PDE4D	5.9258142	6.7049815	6.2394096	8.5937846	7.8865573	8.825946	4.349847	1.29E-02	"phosphodiesterase 4D, cAMP-specific"
955	ZNF394	2.2332741	2.3598456	2.4994344	4.4807314	4.624129	4.0705992	4.349609	9.16E-03	zinc finger protein 394
956	SHROOM2	2.2332741	2.3598456	2.9029794	4.4807314	5.1261118	4.0705992	4.349609	1.51E-02	shroom family member 2
957	CYP2B6	2.6483116	2.9041795	3.0150414	5.02385	4.89574	5.0260623	4.345947	5.70E-03	"cytochrome P450, family 2, subfamily B, polypeptide 6"
958	LOC728606	2.6483116	4.3791946	4.3008216	5.8003248	6.0711253	6.4986667	4.345349	1.66E-02	No description
959	MECR	4.7089956	4.9772345	5.4981368	7.3894069	7.2807955	6.8279113	4.343674	1.12E-02	mitochondrial trans-2-enoyl-CoA reductase
960	RAPGEFL1	5.5995525	3.8018383	4.7150879	7.6593757	6.9494609	5.9190228	4.338464	2.84E-02	Rap guanine nucleotide exchange factor (GEF)-like 1
961	CECR7	2.2332741	3.1699951	3.726049	4.713071	4.624129	5.8422756	4.335585	2.59E-02	"cat eye syndrome chromosome region, candidate 7 (non-protein coding)"
962	MKLN1	7.8952741	7.4144386	8.13983	9.5292575	9.9347018	10.4383309	4.331356	1.20E-02	"muskelin 1, intracellular mediator containing kelch motifs"
963	C15orf57	5.5521481	4.9189317	4.9878239	7.2982057	7.6667354	7.0135854	4.330661	9.59E-03	chromosome 15 open reading frame 57
964	VPS25	7.2682681	6.6622379	6.9413938	10.2014372	9.0547468	8.2118702	4.326958	2.08E-02	vacuolar protein sorting 25 homolog (S. cerevisiae)
965	PNLDC1	4.3136318	2.9405873	3.2836904	5.7389624	5.0531961	5.8887501	4.324726	2.02E-02	poly(A)-specific ribonuclease (PARN)-like domain containing 1
966	ATP5J2	5.395664	4.9243438	4.7092994	7.0351501	7.5594065	6.2897297	4.319326	2.02E-02	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2"
967	UBE2J1	9.0574821	8.4002724	8.3479993	11.3867054	10.5108494	10.3973053	4.31864	1.35E-02	"ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)"
968	SMG6	8.386779	5.6538916	7.3419788	9.4516617	9.4100171	9.8083361	4.315964	2.27E-02	"Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)"
969	ORC2L	3.2332741	3.4864728	4.1109107	5.7911393	5.4247706	5.5926799	4.305579	1.34E-02	No description
970	TCIRG1	8.0381503	6.9665527	7.8917365	10.1411717	9.254373	9.5453006	4.296082	1.85E-02	"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3"
971	ITK	3.8596957	3.0455061	1.5637346	3.6615273	4.8701789	7.3289659	4.28054	4.39E-02	IL2-inducible T-cell kinase
972	MCM2	5.5239217	3.5567349	5.0598665	7.6210761	6.933757	6.3325164	4.278646	2.37E-02	minichromosome maintenance complex component 2
973	CRTC2	5.6192601	6.6933515	7.2218601	8.7903228	8.5282706	9.2909025	4.278103	1.40E-02	CREB regulated transcription coactivator 2
974	SCNN1D	5.0075973	3.2175749	4.1043271	5.314451	6.6115665	7.018572	4.277821	2.59E-02	"sodium channel, nonvoltage-gated 1, delta"
975	HLA-B	13.7476275	12.3824924	12.8420652	15.5167972	14.7896955	14.9384962	4.276501	1.77E-02	"major histocompatibility complex, class I, B"
976	COG1	6.4444563	4.7844117	5.5513402	8.38802	7.6468796	7.6182648	4.273859	1.59E-02	component of oligomeric golgi complex 1
977	ZBTB39	3.6483116	4.2998787	4.4835785	6.6250412	5.9774487	5.7385033	4.258046	1.72E-02	zinc finger and BTB domain containing 39
978	WDR90	3.2332741	4.235748	3.928614	6.3257458	5.882559	5.6512108	4.257474	1.25E-02	WD repeat domain 90
979	KRT80	4.6717787	5.7000461	6.5929401	6.7605288	8.8847513	7.4563414	4.253794	3.95E-02	keratin 80
980	RANBP9	8.9626462	7.158531	7.7067679	9.923452	9.2461956	10.3015469	4.250594	3.41E-02	RAN binding protein 9
981	SLC27A5	5.4523941	2.9260582	5.3836557	6.8471543	7.5391332	6.2605336	4.247868	3.14E-02	"solute carrier family 27 (fatty acid transporter), member 5"
982	HPX	1.6483116	2.7435477	3.8804813	4.8301873	4.1737885	5.2195165	4.247576	3.49E-02	hemopexin
983	KIAA0368	8.2918877	8.702967	9.5547533	10.5274073	10.7893095	11.2056915	4.246701	1.90E-02	KIAA0368
984	C8orf46	4.7342157	3.2943761	2.2059891	5.3812976	5.3803859	5.2195165	4.245722	4.04E-02	chromosome 8 open reading frame 46
985	POLL	6.2266814	3.1040678	4.8498101	7.1952622	6.8521689	6.9285191	4.22429	3.27E-02	"polymerase (DNA directed), lambda"
986	PDDC1	4.2332741	5.0602591	5.1015476	6.6738115	6.8065224	7.1797772	4.222887	1.26E-02	Parkinson disease 7 domain containing 1
987	SV2A	5.9413368	5.4510174	4.6618748	9.0101395	7.5281317	6.3438899	4.219624	2.95E-02	synaptic vesicle glycoprotein 2A
988	GSS	6.8592247	4.6673169	6.2682344	8.7402358	8.3446168	7.6297274	4.217483	2.32E-02	glutathione synthetase
989	TMC8	4.1936097	2.121431	3.4351598	3.9090457	5.5112719	7.1907882	4.216693	4.47E-02	transmembrane channel-like 8
990	CSTF3	4.524815	3.8989358	3.5708074	5.6465764	6.1185364	6.5704923	4.215691	1.45E-02	"cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa"
991	POLR2A	10.5688189	9.2885112	8.9137277	11.6182479	11.0563452	11.3628833	4.211611	3.51E-02	"polymerase (RNA) II (DNA directed) polypeptide A, 220kDa"
992	PQLC1	9.6474354	8.5977608	9.6360699	10.6719149	11.308507	12.0877592	4.210974	2.23E-02	PQ loop repeat containing 1
993	EHMT2	7.4981592	4.4196214	5.933107	8.9981987	7.8329371	8.0064388	4.208575	3.26E-02	euchromatic histone-lysine N-methyltransferase 2
994	UPF3B	6.0696142	5.010405	5.7772221	7.8504819	8.0322659	7.836302	4.208365	9.08E-03	UPF3 regulator of nonsense transcripts homolog B (yeast)
995	SEC31B	4.9475095	4.2651136	4.6779819	6.7507525	6.5911983	7.0009227	4.206938	8.55E-03	SEC31 homolog B (S. cerevisiae)
996	ZNF493	7.705291	7.3534985	7.667143	9.654055	9.4261834	10.0528479	4.206688	8.23E-03	zinc finger protein 493
997	C4orf14	7.6612884	4.9750172	6.2586475	8.2918975	8.9406306	8.3297027	4.201939	2.90E-02	chromosome 4 open reading frame 14
998	CRX	4.1417523	4.7204925	5.6164135	6.7870225	6.8510248	6.2897297	4.18878	2.76E-02	cone-rod homeobox
999	HSD17B10	8.2851584	7.0695769	7.9968064	10.3511025	10.247188	8.9947144	4.187079	2.33E-02	hydroxysteroid (17-beta) dehydrogenase 10
1000	MAGEA1	0.6483116	0.6483116	0.6483116	2.7142554	2.9866267	2.3702641	4.187078	8.74E-03	"melanoma antigen family A, 1 (directs expression of antigen MZ2-E)"
1001	FKSG83	0.6483116	0.6483116	0.6483116	2.7142554	2.3529117	3.7727068	4.187078	1.21E-02	No description
1002	ASF1B	0.6483116	0.6483116	0.9989093	2.7142554	4.427996	2.3702641	4.187078	1.70E-02	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)
1003	FAM159A	0.6483116	0.6483116	0.9989093	2.7142554	2.3529117	5.4066346	4.187078	2.09E-02	"family with sequence similarity 159, member A"
1004	ZMYND10	0.6483116	0.6483116	1.718753	2.7142554	2.3529117	4.2624744	4.187078	2.77E-02	"zinc finger, MYND-type containing 10"
1005	C8orf33	7.1670616	7.6271685	7.8166838	9.881886	9.6208794	9.6775813	4.184926	7.40E-03	chromosome 8 open reading frame 33
1006	CNPY3	8.1506342	6.1050529	8.1242294	10.2149806	9.8765215	9.1340019	4.182445	2.45E-02	canopy 3 homolog (zebrafish)
1007	TIMM17A	9.2529734	8.7118101	9.2455812	11.3098477	11.4781032	10.7047697	4.182213	1.16E-02	translocase of inner mitochondrial membrane 17 homolog A (yeast)
1008	RHCG	2.9702397	4.6859284	3.8592574	6.4368869	5.0341335	6.1876816	4.181133	2.85E-02	"Rh family, C glycoprotein"
1009	TTLL4	5.4821759	6.844201	7.5843031	8.9071667	9.4559573	8.8012366	4.178444	1.67E-02	"tubulin tyrosine ligase-like family, member 4"
1010	FCHSD1	3.4556665	4.1510502	4.5474627	6.1506351	5.5932014	6.6103599	4.178245	1.73E-02	FCH and double SH3 domains 1
1011	OFD1	6.5098119	6.6588725	6.863698	8.0896605	8.9265304	8.8480398	4.178058	1.47E-02	oral-facial-digital syndrome 1
1012	WHSC1	6.1674556	6.5132118	5.8932087	8.2287128	8.3970274	8.167249	4.173498	8.66E-03	Wolf-Hirschhorn syndrome candidate 1
1013	GPT2	5.3772798	3.8838637	4.1784078	6.2395897	8.3649025	5.6082025	4.173281	3.56E-02	glutamic pyruvate transaminase (alanine aminotransferase) 2
1014	HEATR2	4.7929586	3.6614877	3.2332741	5.2934404	5.7676151	5.7676151	4.170344	3.50E-02	HEAT repeat containing 2
1015	KTELC1	6.6774509	5.4158494	5.6655373	8.3728166	7.8943165	7.4755283	4.168935	2.10E-02	No description
1016	RNF125	5.1065389	4.2143441	3.808171	6.2731805	5.9836803	6.3665207	4.166501	2.38E-02	ring finger protein 125
1017	MGC3771	1.6483116	1.6483116	1.6483116	3.7070939	3.3529117	3.9420937	4.166345	8.85E-03	No description
1018	CABLES1	5.2044129	3.7972924	3.9021856	6.1641253	5.8554623	6.5535544	4.164577	2.62E-02	Cdk5 and Abl enzyme substrate 1
1019	MVK	4.9355363	4.624129	5.9074545	7.7111896	7.2152845	6.6807516	4.160113	2.03E-02	mevalonate kinase
1020	RPL23AP82	1.6483116	1.6483116	1.6483116	3.5567349	3.7042886	3.9293281	4.158251	6.09E-03	ribosomal protein L23a pseudogene 82
1021	ELP2P	1.6483116	1.6483116	2.0644524	2.6246983	3.7042886	4.6066144	4.158251	3.35E-02	No description
1022	SDF4	10.3380664	8.7030673	9.3943612	11.8616039	11.4485705	10.7996094	4.15316	3.02E-02	stromal cell derived factor 4
1023	C14orf105	1.6483116	1.8342345	1.6483116	3.8875622	3.7042886	2.7522541	4.150622	2.49E-02	chromosome 14 open reading frame 105
1024	ZNF397OS	4.2644796	3.7470997	4.7876521	6.3165347	6.2113991	6.8378567	4.146963	1.19E-02	No description
1025	FGFR3	5.3218258	4.3807425	5.2484278	5.8447921	7.3002224	8.8929391	4.146214	2.98E-02	fibroblast growth factor receptor 3
1026	CENPM	1.6483116	2.6745446	2.8939649	3.8299899	4.9454937	3.9293281	4.14545	3.06E-02	centromere protein M
1027	EPS8L1	4.1417523	2.9513801	2.8137431	5.0028647	7.3300057	4.230009	4.145323	4.21E-02	EPS8-like 1
1028	TRMT61B	4.1417523	4.1417523	2.6278964	5.9051322	6.1920633	5.7382146	4.141952	1.50E-02	tRNA methyltransferase 61 homolog B (S. cerevisiae)
1029	KPNA5	2.6483116	3.5665842	3.8944873	4.9809998	5.4142074	5.9446427	4.141506	1.84E-02	karyopherin alpha 5 (importin alpha 6)
1030	CCDC71	6.000659	4.7671498	5.7475236	8.0289501	7.7959031	7.1957933	4.136411	1.55E-02	coiled-coil domain containing 71
1031	TNRC18	8.8493853	6.1905515	7.2506071	9.9995903	8.8145863	9.2956972	4.12699	4.73E-02	trinucleotide repeat containing 18
1032	SLC7A5P2	2.6483116	4.5195439	4.9526663	6.4042339	6.3291382	6.9975946	4.126528	1.72E-02	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5 pseudogene 2"
1033	PDPK1	6.8131023	6.0386961	5.8613631	8.1782686	7.9048344	8.4374904	4.122362	1.65E-02	3-phosphoinositide dependent protein kinase-1
1034	BNIP2	6.2239157	6.0310335	6.1544398	8.2672895	8.2562911	7.9225544	4.122084	7.64E-03	BCL2/adenovirus E1B 19kDa interacting protein 2
1035	DGCR11	1.6483116	2.4498866	3.0769443	4.8301873	3.804795	4.4931975	4.121904	2.39E-02	DiGeorge syndrome critical region gene 11
1036	FOXP3	2.2332741	2.2332741	2.2332741	4.2760772	4.6967085	4.230009	4.120453	6.02E-03	forkhead box P3
1037	GPC2	2.2332741	2.2332741	2.2332741	4.2760772	4.4129812	4.0705992	4.120453	6.76E-03	glypican 2
1038	SNHG10	2.2332741	4.3359627	4.205968	5.9681519	5.0170711	6.3782167	4.118885	2.94E-02	small nucleolar RNA host gene 10 (non-protein coding)
1039	CCDC24	4.0076061	2.304158	2.7761817	5.4589794	6.0485974	4.104181	4.115282	2.91E-02	coiled-coil domain containing 24
