	Gene Symbol	CD44+ N37	CD44+ N39	CD44+ N40	CD44+ N105	CD44+ N171	CD44+ N174	t-value	q-value	p-value	PseudoFC
2855	C14orf119	4.815804	4.351315	3.764125	7.477873	7.406567	7.255535	0.867040806	4.44E-02	1.80E-02	8.312325426
2856	LOC285074	4.309025	4.911517	5.596986	8.604261	7.53715	7.96648	0.833969096	4.48E-02	1.98E-02	8.31066274
2857	CYP20A1	7.931391	6.762934	6.919905	9.23707	10.543149	10.984132	0.788385705	4.56E-02	2.27E-02	8.297871814
2858	YTHDC2	4.209882	3.872014	3.90836	6.960054	7.31791	4.562324	0.556816939	6.24E-02	5.20E-02	8.291848796
2859	C9orf40	2.201691	2.023048	2.379345	5.252045	5.353925	5.106393	0.90508547	4.42E-02	1.62E-02	8.284152046
2860	KLHL9	3.819732	3.32135	3.764125	6.814118	7.138979	5.091834	0.698657454	4.88E-02	3.00E-02	8.282084617
2861	FHL1	6.381847	3.360637	6.355801	9.431477	8.777924	8.519314	0.830267909	4.49E-02	2.01E-02	8.27999419
2862	LINC00514	9.344671	9.026217	9.161448	11.570252	12.210705	12.438107	0.826187333	4.49E-02	2.03E-02	8.277855658
2863	AIMP1	5.744513	5.297868	4.944468	8.346785	8.314558	8.424409	0.87587406	4.43E-02	1.76E-02	8.275906832
2864	ZNF81	1.874444	2.809601	2.165421	5.728038	5.857745	4.476242	0.819113782	4.51E-02	2.08E-02	8.271467391
2865	IQCK	1.874444	2.023048	2.995681	4.739845	6.043524	5.091834	0.797621918	4.54E-02	2.21E-02	8.269741685
2866	ELMOD3	2.993831	2.023048	2.995681	5.252045	6.043524	5.446557	0.801382326	4.53E-02	2.19E-02	8.269741685
2867	ANKRD10	6.58615	4.750708	6.012527	9.058353	8.777924	9.143346	0.848716249	4.46E-02	1.90E-02	8.258194188
2868	LSM1	1.874444	3.872014	3.90836	6.954147	6.861783	5.426231	0.786471974	4.56E-02	2.28E-02	8.257971836
2869	ACOT13	3.350997	3.872014	3.324375	6.396698	7.25505	6.051818	0.841084169	4.47E-02	1.94E-02	8.257476648
2870	DIS3L	9.440001	9.542523	9.288789	11.362146	12.485075	12.978097	0.767968368	4.62E-02	2.43E-02	8.253886563
2871	ZFR	6.143785	5.43468	5.702912	9.188227	8.817023	7.36177	0.704911433	4.84E-02	2.93E-02	8.250271702
2872	PRKAA2	4.815804	4.351315	3.935222	8.361545	6.613395	7.395512	0.814068963	4.52E-02	2.12E-02	8.248873508
2873	CRYM-AS1	4.209882	3.770995	5.702912	6.814118	8.098861	7.523109	0.743901277	4.69E-02	2.61E-02	8.242739537
2874	ICA1L	7.497182	7.323707	7.557139	9.307369	10.539257	10.958955	0.753220592	4.66E-02	2.54E-02	8.23675328
2875	MAPK10	1.874444	2.406905	5.592916	5.448591	5.306419	5.882028	0.512001715	7.27E-02	6.60E-02	8.234529103
2876	DNTTIP2	6.949166	6.957749	6.326717	9.98762	8.963611	10.293075	0.81571606	4.52E-02	2.10E-02	8.216100517
2877	NUP107	5.056948	5.487673	4.449894	7.937902	8.098861	8.095288	0.861700491	4.44E-02	1.83E-02	8.215451758
2878	DENND4C	3.819732	6.044198	5.018694	6.857154	8.65384	8.986077	0.772015685	4.61E-02	2.39E-02	8.21022621
2879	FAM115C	6.648293	6.391145	7.381261	8.864724	9.687973	10.4174	0.756569987	4.65E-02	2.51E-02	8.202927315
2880	MAGI3	3.024504	3.360637	2.995681	6.396698	6.189775	5.106393	0.7599391	4.64E-02	2.49E-02	8.2024829
2881	RBM48	3.024504	3.360637	2.165421	6.395481	5.920411	5.426231	0.832177105	4.49E-02	1.99E-02	8.195565886
2882	TAGLN	8.8383	10.996101	9.542181	12.3874	11.871606	14.895969	0.747804758	4.68E-02	2.58E-02	8.186836992
2883	CHML	4.209882	4.351315	5.702912	7.243046	7.819723	7.46072	0.737368706	4.72E-02	2.66E-02	8.186032839
2884	ABLIM1	5.335413	6.03611	3.324375	8.122528	8.36819	8.822008	0.870126147	4.43E-02	1.79E-02	8.183836997
2885	RYK	5.897292	4.911517	5.217616	8.433162	8.453372	7.943848	0.823278166	4.50E-02	2.05E-02	8.181309969
2886	BIRC3	6.48761	6.670655	7.180931	10.698207	9.701967	8.374509	0.71487156	4.79E-02	2.83E-02	8.175526072
2887	SEMA3G	2.201691	3.770995	3.764125	4.739845	6.794431	8.593895	0.776862426	4.59E-02	2.36E-02	8.169833097
2888	ACTR10	4.263463	2.023048	2.995681	4.341916	7.187136	7.291822	0.723802268	4.76E-02	2.76E-02	8.158810472
2889	C16orf88	4.263463	2.406905	2.995681	4.894482	6.774676	7.291822	0.748312739	4.68E-02	2.58E-02	8.158810472
2890	CXCL12	7.497182	7.26179	9.310781	9.832037	12.336012	10.76277	0.702380903	4.85E-02	2.96E-02	8.141142202
2891	CCDC66	4.815804	3.360637	2.379345	6.183122	6.640994	6.385515	0.730451266	4.74E-02	2.71E-02	8.139148993
2892	MDC1	5.856559	3.32135	3.935222	6.960054	6.640994	8.010706	0.691360492	4.90E-02	3.06E-02	8.138890021
2893	NMNAT2	1.874444	4.389936	3.324375	5.026959	7.414086	6.129407	0.707338859	4.83E-02	2.90E-02	8.135043224
2894	IRS1	5.328526	3.770995	3.324375	8.628872	6.794431	6.195186	0.733165225	4.73E-02	2.69E-02	8.131021282
2895	RBMY2FP	5.700376	4.351315	5.217616	7.582358	8.2398	8.340256	0.80341301	4.53E-02	2.18E-02	8.123966263
2896	STAG2	3.819732	3.872014	5.544653	8.566539	8.160956	5.091834	0.640962114	5.21E-02	3.64E-02	8.122283953
2897	LOC100505876	7.931391	7.581983	7.884888	9.727662	10.905551	11.101266	0.756782151	4.64E-02	2.51E-02	8.115403758
2898	DPY19L4	3.350997	2.406905	3.764125	5.448591	6.78473	5.634184	0.730394791	4.74E-02	2.71E-02	8.115079366
2899	BBX	6.48761	5.148082	6.175931	9.196483	9.401119	8.929599	0.885780763	4.42E-02	1.72E-02	8.114778375
2900	XPNPEP1	4.815804	2.406905	2.165421	7.835902	7.406567	4.562324	0.761489127	4.63E-02	2.48E-02	8.112226742
2901	LOC100129662	1.874444	2.023048	2.995681	4.894482	5.306419	5.874974	0.83150444	4.49E-02	2.00E-02	8.111893222
2902	CLYBL	1.874444	2.809601	2.379345	4.894482	5.353925	6.051818	0.841110018	4.47E-02	1.94E-02	8.111893222
2903	YIPF5	5.335413	4.750708	5.596986	8.616619	8.277663	8.11568	0.883354043	4.42E-02	1.73E-02	8.10960927
2904	SPN	6.48761	6.670655	7.360327	9.23707	10.142544	10.37995	0.840004869	4.47E-02	1.95E-02	8.109557158
2905	DUS4L	2.993831	2.406905	2.165421	6.396698	4.539173	5.426231	0.767707236	4.62E-02	2.43E-02	8.107885225
2906	NIPA1	2.201691	2.406905	2.995681	7.109557	4.539173	5.426231	0.78539925	4.56E-02	2.30E-02	8.107885225
2907	JAZF1	1.874444	3.32135	4.285996	6.339437	7.174648	5.446557	0.772657085	4.60E-02	2.39E-02	8.100927246
2908	TM2D1	5.856559	4.389936	3.90836	7.109557	7.406567	7.611911	0.693421241	4.89E-02	3.04E-02	8.092755593
2909	BCL2L2	5.056948	2.809601	3.90836	6.183122	7.138979	6.924055	0.716777767	4.78E-02	2.82E-02	8.087507289
2910	MTMR12	4.682076	4.413323	3.90836	8.65307	6.794431	7.428484	0.86149738	4.44E-02	1.83E-02	8.084518213
2911	C5orf43	4.263463	3.32135	2.995681	7.274575	6.608026	5.106393	0.705216871	4.84E-02	2.93E-02	8.061858448
2912	SYNCRIP	6.186289	6.311907	6.83141	9.196483	9.418172	9.397686	0.841649364	4.47E-02	1.94E-02	8.056726703
2913	C6orf108	4.815804	4.413323	3.324375	7.42265	7.440337	6.649696	0.797400571	4.54E-02	2.22E-02	8.051889558
2914	SEMA5A	6.054828	4.830496	6.056062	7.976765	9.064538	8.534542	0.768706767	4.61E-02	2.42E-02	8.047138432
2915	ZNF322	4.209882	3.360637	3.324375	6.954147	6.189775	7.218312	0.864149847	4.44E-02	1.82E-02	8.046882208
2916	CYTIP	4.682076	4.911517	8.26876	7.957464	7.91889	7.825039	0.44346911	9.59E-02	0.100213678	8.04099175
2917	SLC39A8	5.263699	3.32135	4.724406	8.270632	7.598264	7.668215	0.886429459	4.42E-02	1.72E-02	8.038537485
2918	COL1A2	8.646058	7.458616	8.80648	10.46523	13.508557	10.8042	0.768155168	4.62E-02	2.42E-02	8.036755239
2919	PIGF	4.263463	2.406905	3.324375	7.243046	7.269549	4.562324	0.708034426	4.83E-02	2.90E-02	8.033820973
2920	NFU1	4.963444	3.32135	4.285996	6.651882	7.473335	7.291822	0.782851117	4.57E-02	2.31E-02	8.03236783
2921	PAQR5	5.316227	4.736586	3.90836	6.814118	7.740604	8.732403	0.793577729	4.54E-02	2.24E-02	8.022306766
2922	PTTG1	1.874444	2.023048	2.165421	5.026959	3.134528	5.446557	0.637509215	5.25E-02	3.70E-02	8.021715481
2923	CRISPLD1	1.874444	2.023048	2.165421	5.026959	6.549959	2.921909	0.656360069	5.10E-02	3.42E-02	8.021715481
2924	TSR2	4.263463	2.023048	2.165421	5.026959	5.936219	5.634184	0.678608028	4.96E-02	3.18E-02	8.021715481
2925	RPSA	1.874444	2.023048	2.379345	5.026959	3.571326	5.874974	0.697298053	4.88E-02	3.01E-02	8.021715481
2926	FAM104B	1.874444	2.023048	2.165421	5.026959	5.306419	3.676349	0.708408573	4.82E-02	2.89E-02	8.021715481
2927	ELP4	1.874444	2.023048	2.165421	5.026959	5.306419	3.676349	0.708408573	4.82E-02	2.89E-02	8.021715481
2928	C7orf61	1.874444	2.023048	2.379345	5.026959	6.551443	3.630092	0.728671444	4.74E-02	2.72E-02	8.021715481
2929	KATNAL1	4.309025	2.023048	2.379345	5.026959	6.608026	6.587378	0.771121005	4.61E-02	2.40E-02	8.021715481
2930	ZNF354A	1.874444	2.023048	2.165421	5.026959	5.353925	4.146207	0.783865535	4.57E-02	2.30E-02	8.021715481
2931	SNORA72	1.874444	2.023048	2.165421	5.026959	4.797798	5.580533	0.895871497	4.42E-02	1.67E-02	8.021715481
2932	LOC158696	1.874444	2.023048	2.165421	5.026959	6.205902	4.790662	0.903523105	4.42E-02	1.63E-02	8.021715481
2933	PTGES3	8.203921	7.756763	8.487278	11.094787	11.548591	10.759534	0.842914284	4.47E-02	1.93E-02	8.015380943
2934	NOB1	4.963444	5.661685	3.90836	9.87896	7.96603	6.051818	0.702049597	4.86E-02	2.96E-02	8.01435311
2935	CUTC	4.263463	2.023048	3.324375	5.252045	7.187136	6.32627	0.746733284	4.68E-02	2.59E-02	8.01051905
2936	PCBD1	5.982974	5.789702	4.944468	10.048181	8.791075	6.455366	0.660483276	5.07E-02	3.38E-02	8.007619935
2937	CGN	3.024504	2.023048	2.165421	7.074163	5.165949	2.921909	0.592891033	5.71E-02	4.40E-02	8.002931958
2938	ZAN	1.874444	2.023048	2.165421	5.026959	5.165949	2.921909	0.593619814	5.70E-02	4.39E-02	8.002931958
2939	GBE1	4.309025	2.809601	2.165421	6.063041	5.165949	6.051818	0.678242629	4.96E-02	3.18E-02	8.002931958
2940	ATP13A4	1.874444	2.023048	2.165421	5.026959	5.165949	3.630092	0.694116093	4.89E-02	3.03E-02	8.002931958
2941	PCDHB3	1.874444	2.023048	2.165421	5.026959	5.165949	3.676349	0.701101694	4.86E-02	2.97E-02	8.002931958
2942	RNF180	2.201691	2.023048	2.165421	5.705318	5.165949	3.630092	0.701707396	4.86E-02	2.97E-02	8.002931958
2943	LOC729513	3.350997	2.809601	2.165421	5.728038	5.165949	6.924055	0.821723408	4.50E-02	2.06E-02	8.002931958
2944	JAK2	1.874444	2.406905	2.165421	6.396698	5.165949	4.562324	0.851136583	4.45E-02	1.88E-02	8.002931958
2945	ADM	6.143785	5.148082	6.031658	8.331873	9.031674	9.103055	0.83990164	4.47E-02	1.95E-02	8.000088991
2946	LIAS	5.491121	6.044198	6.769247	8.700282	9.042712	9.051056	0.782427778	4.57E-02	2.32E-02	7.991764305
2947	NEMF	6.186289	5.297868	2.165421	8.628872	8.296229	7.722406	0.818859621	4.51E-02	2.08E-02	7.990913815
2948	SLU7	5.982974	5.297868	6.031658	8.964784	8.904331	9.02972	0.921227883	4.41E-02	1.53E-02	7.989260489
2949	ZNF250	7.595107	7.664061	7.250844	9.698891	10.592811	11.383675	0.818586679	4.51E-02	2.08E-02	7.987277482
2950	DCAF8	5.304463	3.360637	6.072169	8.301578	8.71031	8.287303	0.869769911	4.43E-02	1.79E-02	7.984017169
2951	CDC37L1	4.263463	3.360637	3.324375	7.25991	7.138979	5.426231	0.759454112	4.64E-02	2.49E-02	7.98032207
2952	LRP5	4.263463	4.830496	3.764125	7.25991	7.473335	7.218312	0.854560097	4.45E-02	1.86E-02	7.98032207
2953	VIM	11.358374	11.213413	12.538201	13.036939	14.425289	15.533502	0.646757146	5.17E-02	3.56E-02	7.973984909
2954	RHOJ	5.658609	5.487673	4.449894	5.728038	8.65384	8.549611	0.574086263	5.97E-02	4.80E-02	7.973600661
2955	COL5A2	6.306772	5.195784	7.422239	8.301578	10.417334	9.192178	0.727501921	4.75E-02	2.73E-02	7.972845827
2956	MFSD1	5.263699	4.830496	5.544653	8.895478	8.033973	7.825039	0.840091587	4.47E-02	1.95E-02	7.969800186
2957	HNRNPA2B1	8.493568	8.464054	9.054723	12.564496	11.48527	10.354432	0.718101819	4.78E-02	2.81E-02	7.95411622
2958	MYO3B	7.841135	7.726519	8.011136	9.552198	11.002021	10.936201	0.71105044	4.81E-02	2.87E-02	7.949617131
2959	PHF11	4.682076	4.413323	3.935222	7.556937	7.414086	6.924055	0.839534414	4.47E-02	1.95E-02	7.938317978
2960	ETFA	4.743564	4.911517	2.165421	7.897963	7.713236	7.218312	0.886266549	4.42E-02	1.72E-02	7.925194216
2961	BACE1	5.328526	3.872014	4.449894	6.857154	8.033973	7.582913	0.779368694	4.58E-02	2.33E-02	7.918023917
2962	DENND5B	5.700376	2.809601	4.508334	7.33564	8.119857	7.492252	0.807007538	4.53E-02	2.16E-02	7.911318143
2963	USP48	4.309025	3.770995	4.944468	7.210813	7.292524	7.428484	0.830738579	4.49E-02	2.00E-02	7.909022718
2964	TANK	5.263699	4.911517	4.724406	9.359771	7.89473	5.091834	0.552709666	6.32E-02	5.30E-02	7.907453396
2965	IRF2BP2	7.513971	7.197097	8.114773	11.235653	10.495739	9.724213	0.768794731	4.61E-02	2.42E-02	7.899537998
2966	COMMD6	6.648293	8.278469	8.735088	11.259492	11.175024	11.56518	0.889647616	4.42E-02	1.70E-02	7.89545727
2967	PAM	6.267718	4.830496	4.944468	7.42265	8.277663	9.248674	0.755462062	4.65E-02	2.52E-02	7.895091721
2968	DUSP6	6.186289	6.092406	5.596986	8.41912	9.524361	9.072081	0.846693477	4.46E-02	1.91E-02	7.888082159
2969	REV3L	4.743564	2.406905	4.944468	5.705318	7.793829	7.722406	0.708649131	4.82E-02	2.89E-02	7.883529254
2970	RBBP7	5.056948	4.830496	5.571599	8.843852	8.033973	7.180104	0.762911834	4.63E-02	2.47E-02	7.873611376
2971	WDR59	4.682076	4.351315	5.592916	7.748771	7.740604	7.327219	0.753027729	4.66E-02	2.54E-02	7.867493112
2972	CHFR	3.350997	4.736586	2.379345	7.25991	6.205902	6.32627	0.779084376	4.58E-02	2.34E-02	7.864056854
2973	CDC42EP3	4.682076	6.502398	5.217616	8.676869	7.656894	8.340256	0.716762042	4.78E-02	2.82E-02	7.861572572
2974	STRBP	4.743564	4.389936	2.379345	8.222933	5.353925	6.051818	0.619899834	5.40E-02	3.95E-02	7.860276525
2975	GAL3ST4	3.839948	4.413323	2.995681	6.814118	6.549959	6.931222	0.824814408	4.49E-02	2.04E-02	7.858042956
2976	PSMD4	6.765086	5.340619	5.225216	9.067384	8.314558	8.287303	0.73408097	4.73E-02	2.68E-02	7.856783944
2977	CAPZA1	6.678389	6.35207	5.389265	9.651632	8.751258	8.705744	0.777823648	4.58E-02	2.35E-02	7.852992711
2978	FAM20B	5.263699	4.351315	5.018694	7.36523	7.989035	8.155622	0.823558103	4.50E-02	2.05E-02	7.83721444
2979	RUFY3	4.743564	6.139057	5.609945	8.316805	8.579995	8.719135	0.83260516	4.48E-02	1.99E-02	7.835636934
2980	MREG	3.819732	4.80797	4.285996	10.384422	7.25505	5.874974	0.769300725	4.61E-02	2.41E-02	7.830222225
2981	ZNF292	4.815804	4.80797	5.723602	7.814607	7.767462	8.692228	0.813779885	4.52E-02	2.12E-02	7.827906858
2982	DISC2	1.874444	2.406905	4.508334	4.718672	7.473335	6.618407	0.763795549	4.62E-02	2.46E-02	7.808259511
2983	AKD1	2.201691	2.406905	2.165421	4.894482	5.165949	5.634184	0.859955472	4.44E-02	1.84E-02	7.804243338
2984	TSC22D1	8.55164	8.359538	9.485302	12.449167	11.795338	10.284093	0.684803491	4.93E-02	3.12E-02	7.802114119
2985	ZNF704	4.639409	2.809601	5.217616	7.36523	8.181074	7.03218	0.819630825	4.51E-02	2.08E-02	7.799917319
2986	NR2F2	9.060289	4.830496	6.976024	9.552198	9.939008	10.039174	0.647631905	5.16E-02	3.54E-02	7.797351636
2987	OGT	7.04469	7.664061	8.037751	11.024644	10.626217	9.532738	0.74781431	4.68E-02	2.58E-02	7.792875096
2988	DGKB	1.874444	2.023048	3.324375	6.283686	4.608763	5.091834	0.74755534	4.68E-02	2.58E-02	7.777525921
2989	CCDC91	6.099991	4.736586	3.764125	7.450526	7.767462	7.695565	0.708096674	4.83E-02	2.90E-02	7.77573104
2990	ATAD2B	3.350997	3.360637	2.165421	6.183122	6.319269	5.882028	0.86912487	4.43E-02	1.79E-02	7.773866125
2991	ETV6	4.815804	6.270596	5.389265	8.346785	8.469821	8.03232	0.760159006	4.64E-02	2.48E-02	7.767875877
2992	MAP3K5	6.45321	4.413323	5.225216	8.801178	8.181074	7.640338	0.727223008	4.75E-02	2.74E-02	7.758931336
2993	SMARCD1	3.024504	3.32135	4.508334	5.579836	7.440337	7.46072	0.802230384	4.53E-02	2.19E-02	7.740283892
2994	CNIH	4.263463	2.023048	3.324375	7.210813	4.797798	6.385515	0.698760437	4.88E-02	3.00E-02	7.713311298
2995	CAB39	3.839948	5.661685	5.018694	8.566539	7.96603	7.03218	0.768183294	4.62E-02	2.42E-02	7.713234896
2996	TANC1	4.639409	5.297868	5.018694	7.918071	7.96603	8.175185	0.883253265	4.42E-02	1.73E-02	7.713234896
2997	PGBD3	2.993831	2.406905	2.165421	6.067497	5.353925	2.921909	0.536282689	6.65E-02	5.77E-02	7.711545169
2998	C7orf60	2.201691	2.406905	3.764125	7.177844	5.353925	4.146207	0.653334383	5.12E-02	3.46E-02	7.711545169
2999	TRIM33	4.309025	5.340619	6.410545	9.196483	8.502167	7.255535	0.730215695	4.74E-02	2.71E-02	7.70881774
3000	CCNYL1	5.328526	5.195784	5.225216	8.139755	8.160956	8.440667	0.899000976	4.42E-02	1.65E-02	7.695263555
3001	NIT1	5.263699	5.340619	5.723602	8.206677	8.453372	8.340256	0.853213811	4.45E-02	1.87E-02	7.689967805
3002	TRIM78P	1.874444	2.023048	2.379345	5.320955	4.608763	5.091834	0.835956809	4.48E-02	1.97E-02	7.682682037
3003	GLTPD1	4.743564	2.406905	2.165421	6.395481	5.353925	5.106393	0.606919951	5.54E-02	4.15E-02	7.679287153
3004	CAPN3	1.874444	2.023048	2.165421	5.026959	3.134528	5.106393	0.619152689	5.41E-02	3.96E-02	7.679287153
3005	BCAR3	3.350997	4.750708	2.165421	7.210813	6.319269	5.106393	0.665266692	5.04E-02	3.33E-02	7.679287153
3006	WDR37	2.993831	3.360637	2.165421	6.396698	5.165949	5.106393	0.718924396	4.78E-02	2.80E-02	7.679287153
3007	FAIM	3.819732	2.809601	2.165421	6.063041	6.043524	5.106393	0.7375199	4.71E-02	2.66E-02	7.679287153
3008	BARD1	2.201691	2.023048	2.165421	5.252045	4.131418	5.106393	0.753106087	4.66E-02	2.54E-02	7.679287153
3009	ATPAF1	1.874444	3.360637	2.165421	5.026959	6.189775	5.106393	0.778898268	4.58E-02	2.34E-02	7.679287153
3010	UBXN2B	2.993831	2.406905	2.165421	6.244586	5.165949	5.106393	0.812253916	4.52E-02	2.12E-02	7.679287153
3011	LOC146336	1.874444	2.023048	2.165421	5.095353	4.539173	5.106393	0.842295274	4.47E-02	1.93E-02	7.679287153
3012	ASNS	5.304463	4.80797	2.995681	8.122528	7.187136	7.748756	0.833047644	4.48E-02	1.98E-02	7.678295396
3013	ORAI1	5.753024	2.406905	2.995681	7.504712	5.936219	5.882028	0.620212169	5.40E-02	3.94E-02	7.676976239
3014	ELF1	5.856559	2.406905	6.410545	9.049264	8.579995	8.79697	0.872703848	4.43E-02	1.77E-02	7.676299171
3015	UACA	6.924263	5.362142	7.422239	8.301578	9.974027	10.166824	0.712347221	4.80E-02	2.85E-02	7.671109411
3016	KCNMA1	3.024504	5.661685	2.379345	7.274575	5.317867	6.195186	0.58747444	5.76E-02	4.51E-02	7.666253266
3017	ARHGEF38	3.024504	2.023048	2.379345	7.42265	5.317867	3.676349	0.688544636	4.91E-02	3.08E-02	7.666253266
3018	TAF9B	3.024504	2.023048	2.379345	5.448591	5.317867	5.091834	0.793898412	4.54E-02	2.24E-02	7.666253266
3019	SYF2	7.278811	6.03611	6.410545	10.115039	9.348715	9.23941	0.8112663	4.52E-02	2.13E-02	7.664387248
3020	ARID5B	7.497182	6.184248	8.525393	9.958788	10.434198	10.550703	0.740984576	4.70E-02	2.63E-02	7.658259979
3021	NUP153	6.765086	7.0583	8.355951	9.99237	10.550902	9.956785	0.73876637	4.71E-02	2.65E-02	7.642632392
3022	RARS	5.856559	5.809601	3.764125	8.79031	8.453372	8.074602	0.834614926	4.48E-02	1.97E-02	7.640945632
3023	FLJ42709	4.209882	2.809601	5.609945	5.743334	7.793829	7.800057	0.676861777	4.97E-02	3.20E-02	7.640849969
3024	CXCR3	3.024504	2.809601	4.724406	5.743334	6.613395	6.129407	0.680210983	4.95E-02	3.16E-02	7.640849969
3025	TMEM126B	4.639409	2.809601	2.165421	5.743334	7.138979	5.580533	0.715902201	4.79E-02	2.83E-02	7.640849969
3026	SLC25A36	5.056948	4.911517	5.609945	9.651632	7.989035	7.523109	0.81733983	4.52E-02	2.09E-02	7.632138706
3027	SELK	7.854379	7.240547	7.381261	10.78563	10.417334	9.329475	0.72501424	4.76E-02	2.75E-02	7.627713864
3028	ZDHHC21	2.993831	2.023048	2.165421	5.095353	6.613395	2.921909	0.571781645	6.01E-02	4.85E-02	7.620746067
3029	LOC387723	2.201691	2.023048	2.165421	5.095353	5.317867	2.921909	0.57943649	5.88E-02	4.68E-02	7.620746067
3030	LINC00473	3.024504	2.023048	2.165421	5.095353	6.189775	4.146207	0.70292959	4.85E-02	2.96E-02	7.620746067
3031	LOC100129716	1.874444	3.32135	2.165421	5.095353	6.774676	4.562324	0.750525992	4.67E-02	2.56E-02	7.620746067
3032	CCDC149	2.993831	3.32135	2.165421	5.095353	5.857745	6.618407	0.800129287	4.53E-02	2.20E-02	7.620746067
3033	NTAN1	4.209882	2.023048	2.995681	5.728038	7.138979	5.874974	0.791974089	4.55E-02	2.25E-02	7.616336552
3034	ERO1L	4.209882	4.389936	3.324375	7.70315	7.138979	6.195186	0.803940431	4.53E-02	2.18E-02	7.616336552
3035	SNX13	4.639409	4.389936	2.379345	7.274575	7.56803	6.455366	0.820390988	4.51E-02	2.07E-02	7.613823578
3036	FREM1	1.874444	4.750708	4.724406	4.802615	8.332658	7.428484	0.659892932	5.07E-02	3.38E-02	7.611452577
3037	CEP78	1.874444	2.809601	2.165421	4.802615	5.165949	5.634184	0.811511838	4.52E-02	2.13E-02	7.611452577
3038	ATPBD4	1.874444	2.809601	2.165421	4.802615	5.317867	5.634184	0.825347764	4.49E-02	2.04E-02	7.611452577
3039	PRIM2	3.024504	3.32135	2.379345	6.550689	5.306419	5.426231	0.768273111	4.61E-02	2.42E-02	7.605665154
3040	ALDH18A1	4.263463	3.872014	2.165421	7.274575	6.549959	5.091834	0.693956305	4.89E-02	3.04E-02	7.602179765
3041	MCF2L-AS1	3.024504	3.770995	2.165421	5.891233	6.774676	5.091834	0.751697786	4.66E-02	2.55E-02	7.602179765
3042	SYDE2	1.874444	2.023048	2.165421	5.026959	4.131418	5.091834	0.76873736	4.61E-02	2.42E-02	7.602179765
3043	ARMC12	1.874444	2.023048	2.165421	5.026959	4.131418	5.091834	0.76873736	4.61E-02	2.42E-02	7.602179765
3044	WDR12	2.201691	3.360637	2.165421	6.067497	5.306419	5.091834	0.782840697	4.57E-02	2.31E-02	7.602179765
3045	GRIN2A	1.874444	2.809601	2.165421	4.894482	5.509998	5.091834	0.80972385	4.52E-02	2.14E-02	7.602179765
3046	STX18	1.874444	2.406905	2.165421	4.718672	6.78473	5.091834	0.871168165	4.43E-02	1.78E-02	7.602179765
3047	NCOA2	2.201691	2.023048	2.165421	6.396698	4.797798	5.091834	0.885945538	4.42E-02	1.72E-02	7.602179765
3048	C8orf55	2.993831	6.072636	3.764125	8.033165	6.549959	6.69026	0.659410532	5.07E-02	3.39E-02	7.600716786
3049	NDUFAF3	6.099991	4.911517	3.324375	7.835902	8.453372	7.46072	0.768462664	4.61E-02	2.42E-02	7.591502453
3050	CTLA4	1.874444	2.023048	4.285996	5.705318	4.797798	5.091834	0.60942205	5.51E-02	4.10E-02	7.586081293
3051	C5orf64	1.874444	2.406905	3.90836	6.183122	4.797798	5.634184	0.709365174	4.82E-02	2.89E-02	7.586081293
3052	MRS2P2	1.874444	2.023048	3.324375	5.095353	4.797798	5.426231	0.724795006	4.76E-02	2.75E-02	7.586081293
3053	RPL7A	1.874444	2.023048	3.324375	5.252045	4.797798	5.634184	0.75235937	4.66E-02	2.55E-02	7.586081293
3054	RAB9B	1.874444	2.023048	2.379345	5.252045	4.797798	5.106393	0.862924433	4.44E-02	1.83E-02	7.586081293
3055	PRTFDC1	3.839948	3.32135	3.764125	6.244586	7.187136	6.455366	0.839756876	4.47E-02	1.95E-02	7.585455348
3056	CEPT1	4.263463	4.413323	2.165421	7.33564	7.107836	5.900694	0.776237403	4.59E-02	2.36E-02	7.580626984
3057	GNB2L1	10.078965	9.9999	10.148051	13.069894	13.026151	11.713056	0.687492571	4.91E-02	3.09E-02	7.578134819
3058	FYN	6.054828	4.80797	5.702912	8.935488	8.624754	7.988762	0.810814514	4.52E-02	2.13E-02	7.578131912
3059	MFI2	3.819732	6.42919	2.379345	7.394225	5.936219	6.73963	0.552841645	6.32E-02	5.30E-02	7.567926162
3060	SPICE1	2.201691	2.809601	2.165421	5.728038	5.306419	2.921909	0.547546052	6.42E-02	5.43E-02	7.56026288
3061	BYSL	2.993831	2.809601	3.90836	5.728038	5.936219	6.195186	0.755534842	4.65E-02	2.52E-02	7.56026288
3062	CD8A	3.819732	4.351315	6.072169	9.417418	7.269549	6.587378	0.696922996	4.88E-02	3.01E-02	7.559202339
3063	PKP1	1.874444	4.750708	2.165421	6.063041	5.936219	4.790662	0.630558238	5.32E-02	3.80E-02	7.548648983
3064	MARK1	1.874444	2.023048	3.764125	4.894482	6.861783	4.790662	0.716157814	4.79E-02	2.83E-02	7.548648983
3065	NDUFAF1	1.874444	3.32135	2.165421	4.894482	6.78473	4.790662	0.756518884	4.65E-02	2.51E-02	7.548648983
3066	LIPH	1.874444	2.809601	2.165421	7.394225	4.797798	4.790662	0.816140328	4.52E-02	2.10E-02	7.548648983
3067	ANKRD1	1.874444	2.023048	2.165421	5.448591	4.797798	4.790662	0.863867337	4.44E-02	1.82E-02	7.548648983
3068	RAD51B	2.201691	3.32135	4.449894	5.705318	6.237456	6.618407	0.728440372	4.74E-02	2.72E-02	7.548056537
